saupNo,saupNm,proStage,maxDigDepth,no
20240566,구갈동(안마을공원) 공영주차장 조성사업,제출완료,10.21,7015
20240567,논현동 근린생활시설 및 다가구주택 신축공사,제출완료,11.96,7016
20240568,154KV 신광명-온수 No.15호~No.18호 구간 T/L 지중화 ,제출완료,66.50,7017
20240570,(재협의)울산시 남구 신정동 638-1번지 공동주택 신축공사,제출완료,24.31,7018
20240571,성수동1가 10-2외 2필지 업무시설 및 근린생활시설 신축공사,제출완료,16.41,7019
20240572,(재협의)(재협의)삼척 교동아파트 신축공사,제출완료,14.71,7020
20240573,경남 양산시 평산동 47-1번지일원 주택건설사업 신축공사,제출완료,19.33,7021
20240574,서부산 행정복합타운 건립사업,사업 등록 완료,30.10,7022
20240575,김해공장 TPA 증설 관련 창고 증축 설계 (토목),제출완료,14.89,7023
20240576,파주 LCD 일반산업단지 완충저류시설 설치사업 소규모 지하안전평가 용역,제출완료,20.00,7024
20240577,대전시 봉명동 임대주택 신축공사,제출완료,23.13,7025
20240578,부산진구 전포5구역 지역주택조합사업,사업 등록 완료,20.50,7026
20240579,김해 진례시례지구 B-5BL 공동주택 신축공사,제출완료,18.73,7027
20240580,옥정~포천 광역철도 건설공사(2공구),제출완료,69.70,7028
20240581,경기도 성남시 복정1지구 B1BL 개발사업 신축공사,제출완료,15.78,7029
20240582,가덕지구 다목적농촌용수 개발사업 소규모 지하안전평가 용역,제출완료,19.73,7030
20240583,사상 산업단지 다목적 완충저류시설 설치사업,제출완료,19.40,7031
20240584,P5 Ph1 방류수온저감 공사 지하안전평가,제출완료,12.06,7032
20240585,방이동 56번지 공동주택 건설사업 ,제출완료,26.96,7033
20240586,(재협의)명일1동 주민센터 일원 복합화사업,제출완료,26.25,7034
20240587,양주 석우리 물류센터 신축공사,제출완료,26.31,7035
20240588,2024년 부천지역 열수송관 성능개선공사,제출완료,9.90,7036
20240589,충남국제전시컨벤션센터 건립공사,제출완료,14.61,7037
20240590,(재협의)영통2구역 주택재건축정비사업,제출완료,10.64,7038
20240591,김포고촌2 A1BL 공공주택 건설사업,제출완료,19.91,7039
20240594,이문동 270-32 근린생활시설 및 업무시설,제출완료,16.25,7040
20240595,개포주공1단지 주택재건축 정비사업 중 추진구간,제출완료,9.99,7041
20240596,(재협의)(재협의)애서튼 어퍼하우스 신축공사,제출완료,15.10,7042
20240598,(재협의)지하안전평가용역(충남지역 전기공급시설 전력구공사 1차 등 3건),제출완료,71.50,7043
20240599,장항선 개량 2단계(신성~주포간) 제2공구  건설사업,제출완료,24.69,7044
20240600,중랑물재생센터 시설현대화(2-1단계)사업,제출완료,14.90,7045
20240601,남해군 청사신축사업,정보수정중,12.10,7046
20240602,수인선 학익역(가칭) 2단계 신설사업,제출완료,12.06,7047
20240603,(재협의)서울도시철도 9호선 4단계 연장사업 건설공사,제출완료,32.47,7048
20240604,(재협의)논현동 98번지 외 3필지 신축공사(재협의),제출완료,25.06,7049
20240605,농협은행 경기영업본부 연결통로 설치공사 지하안전평가용역,제출완료,14.80,7050
20240606,(주)인터엑스 대구 신사옥 신축공사,제출완료,16.91,7051
20240607,하이트진로 증류소 건설사업,제출완료,19.51,7052
20240608,평택고덕지구 A-37BL 공공주택 건설공사,제출완료,14.36,7053
20240609,청주테크노폴리스 S4블럭 주상복합 신축공사,제출완료,14.08,7054
20240610,광명시 광명동 150-7 대단빌딩 신축공사,제출완료,14.11,7055
20240611,경기도 포천시 소흘읍 송우리 518번지 공동주택 신축공사,제출완료,14.74,7056
20240612,(재협의)보타니크 삼성 복합빌딩 신축공사,제출완료,36.30,7057
20240613,남양주 화도 묵현리 17번지 공동주택 신축공사,제출완료,18.86,7058
20240614,남양주 화도 묵현,사업 등록 완료,18.86,7059
20240615,현대해상 일산사옥 신축공사,제출완료,24.67,7060
20240616,수서역 환승센터 복합개발 사업,제출완료,39.20,7061
20240617,양동시장1지구 공동주택 신축공사,제출완료,15.80,7062
20240618,목포시 석현동 948번지 근린생활시설 신축공사(주2동),제출완료,11.75,7063
20240619,목포시 석현동 948번지 근린생활시설 신축공사(주3동),제출완료,25.47,7064
20240620,휴먼파크장전 지역주택조합 신축공사 착공후지하안전조사,사업 등록 완료,25.05,7065
20240621,목포시 석현동 948번지 근린생활시설 신축공사(주1동),제출완료,14.76,7066
20240622,"김포지역 전기공급시설 전력구공사(신김포-양곡,통진)",제출완료,31.51,7067
20240623,(재협의)전곡해양일반산업단지 폐기물최종처분업,사업 등록 완료,35.00,7068
20240624,완도군 군내지구 하수도정비 중점관리지역 침수예방사업 소규모지하안전영향평가 용역,제출완료,14.30,7069
20240625,"서울시 송파구 석촌동 290-3,4번지 근린생활시설 신축공사",정보수정중,19.73,7070
20240626,양주시 광사동 653-7 업무시설 신축공사,제출완료,16.67,7071
20240627,성환 공공하수처리장 기존시설 개량 및 4단계 증설 민간투자사업,제출완료,12.03,7072
20240628,(재협의)강릉시 홍제동 새다움 더 클래스 공동주택 신축공사,제출완료,23.99,7073
20240629,대구광역시 수성구 대흥동 858-2번지 업무시설 신축공사,제출완료,17.06,7074
20240630,"송도 6,8공구 A8BL 공동주택 신축공사",제출완료,11.06,7075
20240631,김포 북변2구역 1-1 공동주택 신축공사 소규모 지하안전평가 용역,제출완료,17.81,7076
20240632,안산 TIMBUKTU 데이터센터 신축공사,제출완료,19.98,7077
20240633,(재협의)송파구 삼전동 7-8 에스텍시스템 잠실 신사옥 신축공사,제출완료,24.16,7078
20240634,남구 봉선동161 공동주택 신축공사,제출완료,12.48,7079
20240635,동백1동 행정복지센터 건립사업,제출완료,14.74,7080
20240636,(재협의) 광주광역시 송암민간공원 조성사업 중 비공원시설 공동주택부지,제출완료,21.61,7081
20240637,여주시 홍문동 도시개발사업 소규모 지하안전평가,제출완료,19.62,7082
20240638,부산 우동 1502 복합개발,제출완료,36.22,7083
20240639,속초시 동명동 공동주택 신축공사,사업 등록 완료,21.03,7084
20240640,충남지역 전기공급시설 전력구공사(당진화력-신석문-신송산 3차 개착),제출완료,46.71,7085
20240641,서울시 서초구 서초동 1506-4번지 근린생활시설 신축공사,정보수정중,19.82,7086
20240642,수원 망포역세권 복합개발사업,제출완료,38.20,7087
20240643,고척1동 지하주차장 조성 사업,제출완료,11.76,7088
20240644,김해 골든루트산업단지 폐기물처리시설 조성사업,제출완료,30.59,7089
20240645,(재협의)강남구 역삼동 649-14 업무시설 신축공사,제출완료,17.11,7090
20240646,(재협의)경기도 부천시 오정동 가로주택 정비사업,제출완료,12.16,7091
20240647,이중섭미술관 시설확충사업,제출완료,18.90,7092
20240648,(재협의)의왕월암 B2BL 공동주택 신축공사,제출완료,15.71,7093
20240649,공항동 문화체육센터 생활SOC복합화사업 소규모지하안전영향평가용역,제출완료,19.77,7094
20240650,광주광역시 서구 농성동 415-12외 6필지 증축공사 설계변경,제출완료,39.45,7095
20240652,진주시 봉곡동 복합상가 신축공사,제출완료,18.25,7096
20240653,대장~홍대 광역철도 민간투자사업,제출완료,83.30,7097
20240654,안양북부 새마을금고 본점 신축공사,제출완료,15.10,7098
20240655,(주)두원전자 영인공장 공장동 증축공사,제출완료,19.00,7099
20240656,범어동 주거복합 신축공사,제출완료,26.05,7100
20240657,(재협의)속초시 동명동 공동주택 신축공사,제출완료,21.03,7101
20240658,(재협의)양주 복지지구 80블럭 공동주택 신축공사,제출완료,12.91,7102
20240659,광주광역시 수랑근린공원 개발행위 특례사업(재협의),제출완료,28.49,7103
20240661,대전대동2구역 주거환경개선사업 1BL 공동주택건설공사,제출완료,19.59,7104
20240662,인천 루원시티 상업3블럭 신축공사,제출완료,29.73,7105
20240664,구례읍 하수도정비 중점관리지역 정비사업,제출완료,6.85,7106
20240665,"(재협의)(재협의)다산진건 공공주택지구 상업2,3,4용지 오피스텔 신축공사",제출완료,27.85,7107
20240666,(재협의)노량진동 역세권 청년주택 개발사업,제출완료,35.63,7108
20240667,사천 일반산업단지 재생사업 공용주차장 건립(3부지),제출완료,12.37,7109
20240668,서울특별시 용산구 한남동 653-89 근린생활시설 신축공사,제출완료,15.05,7110
20240669,전주시 우아동 3가 728-1번지일원 가로주택정비사업 신축공사,제출완료,11.25,7111
20240670,서울특별시교육청 개포도서관 건립사업,제출완료,22.32,7112
20240673,안양동 근린생활시설 신축공사,제출완료,13.98,7113
20240674,강남구 논현동 192-22번지 업무시설 신축공사,제출완료,16.85,7114
20240675,삼성동 97-1번지 공동주택 신축공사,제출완료,26.31,7115
20240676,봉덕2동 신천둔치 지하통로 연결 건설공사,제출완료,5.85,7116
20240677,서플러스글로벌 B동 신축공사,제출완료,12.00,7117
20240678,경안2지구 주상복합 신축공사,제출완료,25.70,7118
20240679,오금동143번지일원 가로주택정비사업,제출완료,12.85,7119
20240680,동대구 (구)고속버스터미널 이전부지 방향 지하철출입구 설치공사,제출완료,14.10,7120
20240681,서울캠퍼스 교육연구시설 신축공사,제출완료,17.54,7121
20240682,평택~오송 2복선화 건설사업 지하안전평가서(재협의),제출완료,110.96,7122
20240683,음성지역 전기공급시설 전력구공사(남음성-덕산TL 지중화),제출완료,13.50,7123
20240684,문화공원 개발행위 특례사업 공동주택 신축공사(재협의),제출완료,17.73,7124
20240685,춘천지역 전기공급시설 전력구공사 지하안전평가용역,제출완료,48.85,7125
20240688,춘천시 삼천동 공동주택 신축공사,제출완료,30.76,7126
20240689,해운대 우동 00주상복합 신축공사,제출완료,25.65,7127
20240690,(재협의)마포구 신정동 66-2번지 공동주택 신축공사,제출완료,20.06,7128
20240691,서울 종로구 부암동 388-4 신축공사,사업 등록 완료,14.20,7129
20240692,(재협의)ICN11 김포데이터센터,제출완료,17.16,7130
20240693,포천시 가채리 777 공동주택 신축공사(A1블럭),제출완료,12.46,7131
20240694,수암천 하천 정비사업 및 주차장 수변 공원 조성 사업(재협의),정보수정중,22.50,7132
20240695,서리풀 보이는 수장고 신축공사 소규모지하안전평가,사업 등록 완료,18.71,7133
20240696,충청내륙고속화도로~충주역(검단대교) 도로연결사업,제출완료,13.86,7134
20240697,성남중원 행복주택 공공주택 건설사업,제출완료,18.66,7135
20240698,서울시 동작구 사당동 155-4번지 공동주택 신축공사(재협의),제출완료,18.76,7136
20240699,보성~벌교 천연가스 공급설비 건설공사(낙안천 횡단구간),제출완료,11.70,7137
20240700,인천지방국세청 청사 신축공사 소규모 지하안전영향평가,제출완료,10.86,7138
20240701,오류동 청년주택 신축공사,제출완료,14.00,7139
20240702,신월동 세화연립 가로주택 정비사업,사업 등록 완료,12.10,7140
20240703,(재협의)인천검단 신도시 AA28BL 공동주택 신축공사,제출완료,24.47,7141
20240704,화성동탄2 A78블록 민간참여 공공주택사업,제출완료,15.11,7142
20240705,주암동 1-1번지 과천 R&amp;D센터,제출완료,15.30,7143
20240706,덕산~화명 비상연계 노후관 개량공사,제출완료,12.42,7144
20240707,다산 공공하수처리장 증설공사 소규모 지하안전영향평가 용역,제출완료,11.62,7145
20240708,(재협의)(재협의)청담동 고급주택 신축공사,제출완료,42.21,7146
20240709,제3판교 상업1-1블럭 오피스 개발사업,제출완료,24.36,7147
20240710,"제3판교 상업 1-2,3블럭 오피스 개발사업",제출완료,24.36,7148
20240711,"제3판교 상업1-7,8블럭 오피스 개발사업",제출완료,24.36,7149
