saupNo,saupNm,proStage,maxDigDepth,no
20192100,수성구 중동 179 주거복합 시설 신축공사,협의요청,19.95,497
20192101,안골천 우수암거 단면확장공사,협의요청,8.00,498
20192102,세종시 4-2생활권 산업4-7-2블럭 00빌딩 신축공사,제출완료,13.15,499
20192103,대구중구 동인동 주거복합 신축공사,제출완료,1965.00,500
20192104,메트로타워 신축공사,승인요청,15.00,501
20192106,(재협의)프라임시티 서희스타힐스 아파트 신축공사(재협의1차),제출완료,11.00,502
20192109,신화리00빌딩 신축공사,사업 등록 완료,13.00,503
20192110,부산초량오피스텔개발사업,제출완료,19.00,504
20192115,서울특별시교육청 신청사 건립,제출완료,19.60,505
20192117,화곡동 987-7 외2필지 오피스텔 신축공사,제출완료,1360.00,506
20192118,서귀포중앙노후공공청사복합개발사업,승인요청,12.54,507
20192119,방어진하수처리시설 증설사업,제출완료,12.00,508
20192120,홍성 멀티플렉스 신축공사,제출완료,17.00,509
20192121,궁평양수장 대체시설설치사업,제출완료,13.00,510
20192122,울산역 복합환승센터 주변 기반시설 정비공사 지하안전영향평가,승인요청,19.16,511
20192123,경기도 파주시 탄현면 축현리 868-6번지 일원 탄현지구 공동주택 신축공사,제출완료,18.51,512
20192124,양산복지아파트주택재건축신축공사,승인요청,1975.00,513
20192125,동탄2 업무시설 1블록 1로트 업무복합시설 신축공사,제출완료,27.60,514
20192126,상주시 하수도정비 중점관리지역 도시침수 예방사업,제출완료,13.30,515
20192127,신덕배수펌프장(터널),사업 등록 완료,13.00,516
20192128,인천 검단지구 C5-1-2 오피스텔 신축공사,제출완료,30.19,517
20192130,하남시 망월동 1108-3 번지 복합건물 ,사업 등록 완료,19.60,518
20192131,과천주공4단지 주택재건축정비사업조합,제출완료,15.45,519
20192132,다사역 공동주택 신축공사,사업 등록 완료,15.00,520
20192133,다산신도시 지금지구 상업3-3블럭 근생 및 업무시설 신축공사,승인요청,19.66,521
20192134,가곡배수지 증설 및 송수관로 설치공사 소규모 지하안전영향평가 용역,제출완료,17.00,522
20192135,김포시 고촌 신곡리 헤센 스마트 오피스텔 신축공사,정보수정중,37.77,523
20192136,대구시 중구 남산동 주상복합 신축공사,제출완료,19.00,524
20192137,팽성2배수지 건설공사 소규모 지하안전영향평가,제출완료,16.79,525
20192138,관저동 1733번지 근린생활시설 신축공사,제출완료,17.50,526
20192139,음성 대풍산업단지 완충저류시설 설치사업,승인요청,18.00,527
20192140,강남구 논현동 164-1외 1필지 업무 및 근린생활시설 신축공사,제출완료,25.09,528
20192141,"송도2-1구역 M2-3-1, 2블럭 지역주택조합 주상복합 신축공사",승인요청,13.36,529
20192142,용인동백동지역주택조합 건설 사업,승인요청,18.10,530
20192143,해성빌딩신축공사,제출완료,16.00,531
20192144,경산 하양지구 A7BL 공동주택 신축공사,제출완료,10.70,532
20192145,"상주지역 전기공급시설 전력구공사(무양,낙양지구 지중화)",협의요청,10.00,533
20192146,김해 율하2지구 상업용지 신축공사,협의요청,15.00,534
20192147,유성웰니스재활전문병원 신축공사,제출완료,19.91,535
20192149,MASS C&amp;G 마곡사옥 신축공사,제출완료,12.00,536
20200001,금화호텔 신축공사,제출완료,18.00,537
20200002,연산5구역 주택재개발 정비사업,승인요청,13.82,538
20200003,대구광역시 중구 대신동 주상복합 신축공사,제출완료,19.20,539
20200004,인천숭의1(석정) 가로주택정비사업 신축공사,승인요청,13.76,540
20200005,삼척 교동아파트 신축공사,제출완료,13.06,541
20200006,대전 유성구 봉명동 446-1번지 외 3필지 생활숙박시설 신축공사,제출완료,25.30,542
20200007,2018년 승강편의시설 설치 소규모 지하안전영향평가 대행용역(교대역 등 3역),제출완료,18.38,543
20200008,지하철 승강편의시설 설치 지하안전영향평가 용역(3-4)(영등포구청역 #4 출구),사업 등록 완료,11.00,544
20200009,창원사파지구 공1BL 반도유보라 신축공사,제출완료,19.00,545
20200011,대전광역식 동구 가양동 주상복합 신축공사,제출완료,19.67,546
20200012,서울아산병원증축공사,승인요청,25.20,547
20200013,여수 웅천 중심상업용지 2단지 1-5BL 오피스텔 신축공사,승인요청,19.00,548
20200014,고양 향동지구 상업5-1블럭 복합시설 신축공사,승인요청,25.38,549
20200015,고양 향동지구 상업6-1블럭 복합시설 신축공사,제출완료,26.19,550
20200016,고양 향동지구 상업7-1블럭 복합시설 신축공사,제출완료,28.47,551
20200018,부평동 531-3외 6필지 신축공사,사업 등록 완료,13.00,552
20200019,영등포구 신길동 3608 번지 일원 역세권 청년주택 신축공사,정보수정중,28.80,553
20200020,해운대 우동 비즈니스 호텔 개발사업,제출완료,35.06,554
20200021,"고양시 향동지구 상업 4-1,2블럭 복합시설 신축공사",제출완료,2593.00,555
20200022,고양시 향동지구 상업 3-2블럭 복합시설 신축공사,제출완료,24.02,556
20200023,봉명동 클리닉센터(바로세움병원) 신축공사,제출완료,14.86,557
20200024,천안 정원 신축공사,제출완료,17.17,558
20200025,천안 성성동 수변테마 근생단지 신축공사,제출완료,19.80,559
20200026,소사3구역도시환경정비사업 소규모 지하안전영향평가,제출완료,18.14,560
20200027,권선구 평동 도시형생활주택 신축공사,제출완료,1951.00,561
20200028,오시리아 관광단지 친환경 리조트-2(나5) 신축공사,제출완료,15.00,562
20200029,천안 업성호수타운 3차 CGV신축,제출완료,26.50,563
20200030,고성 토성면 인흥연립주택 신축사업,승인요청,14.73,564
20200031,화순 현대실스테이트 2차 주상복합 신축공사 소규모 지하안전영향평가,제출완료,12.70,565
20200032,본리동 1-4 주거복합 신축공사,승인요청,17.40,566
20200034,대구광역시 달서구 감삼동 567-2번지 주상복합 신축공사,제출완료,19.00,567
20200035,부천 괴안2D구역 재개발정비사업 소규모 지하안전영향평가,제출완료,19.69,568
20200036,대구 죽전동 시티프라디움 신축공사,협의요청,1590.00,569
20200037,반여4구역 주택재건축 정비사업,승인요청,14.00,570
20200038,봉명동 621-2번지 도시형생활주택 신축공사,제출완료,16.24,571
20200039,울산 북구 신천동 공동주택 개발사업,제출완료,17.50,572
20200040,경기도 광주시 삼동1지구 B2블록 공동주택 신축공사 소규모지하안전영향평가,제출완료,16.85,573
20200041,용산동 OO주상복합 신축공사,제출완료,19.95,574
20200042,안양동 711 주상복합 신축공사,제출완료,14.05,575
20200043,유성구 봉명동 생활형 숙박시설 신축공사,제출완료,18.00,576
20200044,해운대구 중동 오피스텔 신축공사,제출완료,27.00,577
20200045,화성시 향남 B16BL 부영아파트 신축공사,사업 등록 완료,11.51,578
20200046,천안 동남구청사 도시재생사업 관련 지하연결통로 설치공사,제출완료,13.50,579
20200047,부천 소사본동 주상복합 신축공사,제출완료,24.15,580
20200048,양산 석산지역주택조합 공동주택 신축공사,제출완료,21.00,581
20200049,첨단 중해마루힐2차 주상복합 신축공사,사업 등록 완료,9.90,582
20200050,여수 서교동 주상복합 신축공사,제출완료,16.20,583
20200051,백운동 634-1외 OO주상복합 신축공사,제출완료,19.75,584
20200052,정자1동 복합청사 신축공사,제출완료,19.46,585
20200053,대구광역시 신천동 LIVIN TOWER 신축공사,승인요청,32.40,586
20200056,월산동 현대아파트 신축공사 소규모지하안전영향평가,제출완료,19.65,587
20200057,상주시역 전기공급시설 전력구공사 등 2건 지하안전영향평가 용역 중 남포항분기 ,협의요청,14.86,588
20200058,대구광역시 만촌동 1039-2 오피스텔 신축공사,승인요청,31.16,589
20200059,성균관대학교 인문사회과학캠퍼스 제2경영관,제출완료,22.96,590
20200060,유성선병원 신신관 증축공사,제출완료,25.65,591
20200062,삼성동 오피스텔 신축공사,제출완료,24.00,592
20200063,구로동 1039-복합빌딩 신축공사,제출완료,28.00,593
20200064,대전광역시 유성구 지족동 987-3번지 00오피스텔 신축공사,제출완료,18.26,594
20200065,서울애니메이션센터 재건축 사업,제출완료,19.66,595
20200066,아주대학교 기숙사 건립공사,제출완료,13.93,596
20200067,강남구 논현동 93-3 근린생활시설 신축공사,제출완료,17.06,597
20200068,문화동 8구역 주택재개발 정비사업,제출완료,18.10,598
20200069,천안지역 전기공급시설 전력구공사(장재-천안T/L지중화),제출완료,14.32,599
20200070,아산시 온천동 시네마 복합상가 신축공사 ,제출완료,13.40,600
20200071,환경재단 에코캠퍼스 신축공사,제출완료,14.95,601
20200072,방주교회 선교문화센터 신축공사,제출완료,19.18,602
20200073,광주광역시 동구 불로동 에스아이타워 오피스텔 신축공사,승인요청,19.90,603
20200074,고양 원흥동 634 숙박시설 신축공사,제출완료,19.71,604
20200075,과천지식정보타운 지식 12-2필지 신축공사,제출완료,19.56,605
20200076,중앙동 00빌딩 신축공사,제출완료,14.62,606
20200077, 평촌 서울나우병원 신축공사,제출완료,19.64,607
20200078,고려대학교 구로병원 M/P  외래센터동 신축공사,제출완료,29.32,608
20200079,안양동 395-29 외 4필지 오피스텔 및 공동주택 신축공사,제출완료,28.36,609
20200080,시흥 은계지구 상업 2-2 오피스텔 신축공사,제출완료,23.21,610
20200081,㈜디투엔지니어링 사옥 및 R&amp;D Center 신축공사,제출완료,15.00,611
20200082,위례송파 리치안 오피스텔 신축공사,제출완료,24.70,612
20200083,파주 유은타워 8차 근린생활시설 신축공사,제출완료,19.58,613
20200084,원남동 휴스턴 오피스텔C 신축공사,제출완료,14.35,614
20200085,"원남동 휴스턴 오피스텔 A, B 신축공사",제출완료,24.60,615
20200086,서부동 100-1 근린생활 신축공사,제출완료,16.11,616
20200087,다목적 공공 복합시설 건립사업,사업 등록 완료,15.50,617
20200088,물류창고 신축공사,사업 등록 완료,18.20,618
20200089,이천 호법면 SLX 물류창고 신축공사,사업 등록 완료,16.80,619
20200090,의정부동 주거복합건축물 신축공사,사업 등록 완료,14.30,620
20200091,의정부시 의정부동 복합상가 신축공사,사업 등록 완료,28.65,621
20200092,월곶 하수처리시설 증설사업,사업 등록 완료,11.30,622
20200093,검단3구역 도시개발사업 지중화 송전선로 건설공사,제출완료,24.30,623
20200094,숭인동 1425번지 일대 복합시설 개발사업,사업 등록 완료,32.87,624
20200095,인천 청라동 6-5번지 C17-2-4BL 오피스텔 신축공사,사업 등록 완료,31.06,625
20200096,강남구 논현동 227-4번지 논현종합시장 재건축 정비사업,사업 등록 완료,23.50,626
20200097,중랑구 망우동 306번지 일원 양원지구 C1BL 공동주택 신축공사,사업 등록 완료,11.36,627
20200098,성북구 동소문동 1가 1-4회 1필지 창작연극지원시설 신축공사,사업 등록 완료,18.86,628
20200099,마포구 성산동 593-7번지 오피스텔 신축공사,사업 등록 완료,19.66,629
20200100,강원도 원주시 원동 다박골 주택재개발 정비사업,사업 등록 완료,26.70,630
20200101,전주 에코시티 16BL 공동주택 신축공사,사업 등록 완료,12.16,631
20200102,부산 감천 우방아이유쉘 신축공사,제출완료,15.90,632
20200103,세종시4-1생활권 C4-5블럭 근린생활시설 신축공사,제출완료,12.34,633
20200104,경기도 용인시 처인구 김량장동 254-126외2필지 신축공사,제출완료,15.10,634
20200105,평택 진위2지구 복합시설 신축공사,제출완료,19.86,635
20200106,세종시 4-1생활권 C4-6블럭 근린생활시설 신축공사,제출완료,18.55,636
20200107,광주 서구 쌍촌동 00 주상복합 신축공사,제출완료,19.35,637
20200108,"고덕 국제화계획지구 중상14-1BL 1-1,1-2 신축공사",제출완료,17.76,638
20200109,"평택 고덕국제화지구 근상 16-2-2,3 신축공사",제출완료,18.85,639
20200111,세종특별자치시 3-3생활권 C10-1BL 근린생활시설 신축공사,제출완료,18.30,640
20200113,세종특별자치시 3-1생활권 C3-5BL 근린생활시설 신축공사,제출완료,15.20,641
20200114,경기도 평택시 고덕국제화계획지구 중상 13블럭-1-4 신축공사,제출완료,17.96,642
20200115,"전주시 고사동 오피스텔 신축공사(트윈펠리스 A,B) ",제출완료,13.32,643
20200116,수원매산 노후공공청사 복합개발사업,정보수정중,19.56,644
20200117,민락동 복합시설 신축공사 소규규모,제출완료,14.10,645
20200118,"경기도 시흥시 은계지구 상업4-2,3 YG빌딩 신축공사",제출완료,12.30,646
20200119,남천동 340-1번지 외 1필지 주상복합 신축공사,제출완료,19.89,647
20200120,초량3구역 재개발 정비사업,사업 등록 완료,19.40,648
20200121,삼척시 마달동 OO아파트 신축공사,제출완료,14.55,649
20200122,삼척시 마달동 OO아파트 신축공사,제출완료,14.55,650
20200123,구리인창동 대원칸타빌,사업 등록 완료,12.76,651
20200124,안산산호연립주택 재건축 정비사업,제출완료,17.56,652
20200125,대구 감삼동 주거복합 신축공사,제출완료,17.28,653
20200126,잠실ns파인트리,사업 등록 완료,20.00,654
20200127,선화2구역 도시환경정비사업,제출완료,25.80,655
20200128,여수시 학동 생활형숙박시설 신축공사,승인요청,17.00,656
20200129,전포동694-2번지 오피스텔신축공사,제출완료,19.70,657
20200130,남양주 다산 지금지구 상업 3-1BL 업무,협의요청,25.46,658
20200131,안양 평촌지역주택조합아파트 신축공사,제출완료,15.26,659
20200132,오전동 주상복합빌딩 신축공사(보완),제출완료,13.86,660
20200133,용인 처인구 역북동 436-6번지 근린생활시설 및 도시형생활주택/오피스텔 신축공사(보완),제출완료,18.75,661
20200134,영등포동3가 포레스트 시티 신축공사(보완),제출완료,18.76,662
20200135,성빈센트병원 기숙사 및 어린이집 신축공사(보완),제출완료,17.18,663
20200136,하남 미사지구 근상 2-3BL 근린생활시설 신축공사(보완),제출완료,14.35,664
20200137,"판교 제2테크노밸리 E9-1,2블록 신축공사(보완)",제출완료,22.31,665
20200138,"서울시 강남구 역삼동 765-18,28 신축공사(보완)",제출완료,34.99,666
20200139,구례읍 봉동리 공동주택 신축공사,제출완료,13.06,667
20200140,대구광역시 수성구 복합문화시설 신축공사(보완),제출완료,25.68,668
20200141,장교구역 12지구 도시환경정비사업,제출완료,27.40,669
20200142,의왕 고천동 오토갤러리 신축공사,제출완료,38.58,670
20200143,서대문경찰서 청사 신축공사,제출완료,18.74,671
20200144,서울특별시 송파구 거여동 위례지구 주차장 4블록 신축공사,제출완료,19.95,672
20200145,시화MTV 중 1-117호선(서해안우회도로)건설공사,제출완료,12.55,673
20200146,펄어비스 사옥 신축공사,제출완료,28.61,674
20200147,고덕국제화 계획지구 중상 12 1-1 근린생활시설 신축공사,제출완료,19.66,675
20200148,부천 옥길지구 자족 4-1BL 신축공사,제출완료,19.10,676
20200149,부산 서면 드림아파트 신축공사,제출완료,19.66,677
20200150,부천시 옥길지구 4-3BL 지식산업센터 신축공사,제출완료,18.70,678
20200151,봉선동 남문교회 신축공사 중 지반안전영향성평가,승인요청,19.96,679
20200152,"경기도 평택시 고덕지구 11-1-2,3BL 복합시설 신축공사",제출완료,31.50,680
20200153,"동탄2신도시 업무4-1, 2, 3, 4BL 근생 오피스텔 신축공사",제출완료,30.55,681
20200154,평택시 고덕지구 11-1-1BL 복합시설 신축공사,제출완료,25.90,682
20200155,삼남면 신화리 1604-5번지 오피스텔 신축공사,승인요청,19.85,683
20200156,다산지금지구 상업8-2BL 00타워 신축공사,제출완료,17.55,684
20200157,마산회원구 석전동 259-1일원 경남중앙신협본점 신축공사 소규모 지하안전영향평가,승인요청,19.81,685
20200158,동대문구 답십리 18구역 근린생활시설 신축공사,제출완료,17.24,686
20200159,동탄2신도시 지원 42-4블럭 지식산업센터 신축공사,제출완료,12.95,687
20200160,"여수 안산동 부영아파트 1, 2단지 신축공사",제출완료,29.30,688
20200161,남양주 월산5지구 부영아파트 신축공사,제출완료,25.21,689
20200162,여수 안산동 부영아파트 1단지 신축공사,제출완료,29.30,690
20200163,여수 안산동 부영아파트 2단지 신축공사,제출완료,24.93,691
20200164,울산광역시 동구 방어동 오피스텔 신축공사,승인요청,19.40,692
20200165,일도동 더펠리스 주상복합 신축공사,제출완료,12.00,693
20200166,익산 모현동 주상복합 개발사업,제출완료,18.55,694
20200167,광양(Ⅰ단계) 공업용수도 시설보강 사업 지하안전영향평가,제출완료,7.91,695
20200168,광명동 344번지 근린생활시설 및 오피스텔 복합개발,제출완료,23.91,696
20200169,범어우방1차아파트 재건축 정비사업 소규모지하안전영향평가,승인요청,16.00,697
20200170,지석동 더디시파크 지역주택조합 아파트 신축공사,제출완료,11.00,698
20200171,구미 인의동 공동주택 신축공사,제출완료,13.35,699
20200172,현대자동차 신사옥 글로벌비즈니스센터(GBC),제출완료,39.80,700
20200173,달서구 상인동 공동주택 신축공사,승인요청,11.71,701
20200174,평택그린비전센터 SRF발전사업,제출완료,17.80,702
20200175,고양시 원흥동 주상복합 신축공사,제출완료,29.09,703
20200176,범어동 I-WISH 주거복합 신축공사 지하안전영향평가,제출완료,21.00,704
20200177,향림아파트지구주택재건축정비사업,제출완료,13.25,705
20200178,대구 고성동 리건주거복합 신축공사,제출완료,12.40,706
20200179,케이지 산업개발 상업시설 신축공사,제출완료,19.78,707
20200180,북구 고성동1가 주거복합 신축공사,승인요청,17.70,708
20200181,평택시 고덕택지지구 일상2-1-1 근린생활시설 신축공사,승인요청,15.15,709
20200182,새만금 수상 태양광 발전사업 345kV 계통연계 설비,제출완료,25.33,710
20200183,동대문구 청량리동 오피스텔 및 공동주택 신축공사,제출완료,33.62,711
20200184,안양 평촌지역주택조합아파트 신축공사 소규모지하안전영향평가,제출완료,15.26,712
20200185,뉴타운맨션삼호아파트지구주택재건축정비사업,제출완료,18.26,713
20200186,광주광역시 동구 학동 92-2번지 오피스텔 신축공사,제출완료,24.38,714
20200187,군산 지곡동 공동주택 신축공사,제출완료,27.48,715
20200188,광주광역시 서구 광천동 주상복합 신축공사,제출완료,14.50,716
20200189,쌍촌동00오피스텔,승인요청,19.05,717
20200190,화원역 I-WISH 주거복합 신축공사에 따른 소규모지하안전영향평가 용역,승인요청,15.63,718
20200191,하왕십리 청년주택 신축공사 소규모지하안전영향평가,제출완료,19.00,719
20200192,연동 278-2 주상복합 신축공사,승인요청,13.45,720
20200193,대저2 재해위험개선지구 정비사업,제출완료,6.70,721
20200194,경산시 공공하수처리시설(증설) 민간투자사업,제출완료,13.80,722
20200195,경산정수장(2계열) 시설확장 및 개량사업,제출완료,12.40,723
20200196,대전 도안2-1지구 C5 업무시설 신축공사,제출완료,16.50,724
20200197,성동구 성수동1가 656-2004번지 근린생활시설 신축공사,승인요청,14.40,725
20200198,강남구 대치동 943-11 업무시설 및 근생 신축공사,승인요청,17.56,726
20200199,속초시 동명동 3-2지구 공동주택 신축공사,제출완료,19.15,727
20200200,청주지역 전기공급시설 전력구공사(북오송S/S 배전인출),제출완료,21.75,728
20200201,부원동지역주택조합 아파트 신축공사,제출완료,19.15,729
20200202,양재 KCTC 물류복합시설 신축공사,제출완료,34.86,730
20200203,군포시 송정지구 업무시설용지 01 복합시설 신축공사,제출완료,14.40,731
20200204,화성 동탄 2지구 업무복합 1BL 신축공사,제출완료,18.81,732
20200205,평택지역 전기공급시설 전력구공사(희곡분기) 설계용역,제출완료,46.70,733
20200206,대구광역시 북구 침산동 공동주택 신축공사,제출완료,23.00,734
20200207,서울시 50플러스 동부캠퍼스 건립사업,사업 등록 완료,16.46,735
20200208,덕천3구역 재건축 정비사업,제출완료,10.11,736
20200209,대산 공공하수처리시설 증설사업,제출완료,10.50,737
20200210,강릉 성남동 소규모지하안전영향평가 및 부대토목 설계,제출완료,18.40,738
20200211,국회대로 지하차도 및 상부공원화(비개착구간)지하안전영향평가,제출완료,15.60,739
20200212,부천시 심곡동 145-10외 3필지 주상복합 신축,제출완료,14.15,740
20200213,부천시 중동 복합시설 신축공사,제출완료,36.60,741
20200214,성동구 성수동 지식산업센터 신축공사,제출완료,24.18,742
20200215,등촌동 14-7일원 지식산업센 신축공사,제출완료,27.52,743
20200216,춘천시 효자동 오피스텔 신축공사 ,제출완료,19.23,744
20200217,목동 블루스퀘어 신축공사,제출완료,14.62,745
20200218,"수원시 서둔동 17-8번지 일대 역세권1구역 2-1블럭 외 8개블럭 신축공사(3-1,2BL)",제출완료,19.96,746
20200219,"수원시 서둔동 17-8번지 일대 역세권1구역 2-1블럭 외 8개블럭 신축공사(3-3,4BL)",제출완료,19.96,747
20200220,"수원시 서둔동 17-8번지 일대 역세권1구역 2-1블럭 외 8개블럭 신축공사(4-3,4BL)",제출완료,19.96,748
20200221,"수원시 서둔동 17-8번지 일대 역세권1구역 2-1블럭 외 8개블럭 신축공사(6-3,4BL)",제출완료,19.96,749
20200222,"수원시 서둔동 17-8번지 일대 역세권1구역 2-1블럭 외 8개블럭 신축공사(7-1,2,3BL)",제출완료,19.96,750
20200223,"수원시 서둔동 26번지 일대 역세권1구역 7-4, 7-5블럭 신축공사(7-4블럭)",제출완료,14.29,751
20200224,"수원시 서둔동 26번지 일대 역세권1구역 7-4, 7-5블럭 신축공사(7-5블럭)",제출완료,14.29,752
20200225,동두천 생연동 테라스힐 신축공사 소규모지하안전영향평가,제출완료,17.28,753
20200226,잠실동 역세권 청년주택 개발사업,제출완료,29.41,754
20200227,숭인동 1425번지 일대 복합시설 개발사업,제출완료,32.87,755
20200228,인천 청라동 6-5번지 C17-2-4BL 오피스텔 신축공사,제출완료,31.06,756
20200229,강남구 논현동 227-4번지 논현종합시장 재건축 정비사업,제출완료,23.50,757
20200230,중랑구 망우동 306번지 일원 양원지구 C1BL 공동주택 신축공사,제출완료,11.36,758
20200231,성북구 동소문동 1가 1-4외 1필지 창작연극지원시설 신축공사,제출완료,18.86,759
20200232,마포구 성산동 593-7번지 오피스텔 신축공사,제출완료,19.31,760
20200233,원주시 원동 274-40번지 일원 다박골 주택재개발 정비사업,제출완료,26.70,761
20200234,고양 향동 상9-2 ULPAN PLACE 신축공사 ,제출완료,17.16,762
20200235,서초구 1327-34 복합시설 신축공사 ,제출완료,29.52,763
20200236,"청주지역 전기공급시설 관로공사(1-1차, 목련로구간)",사업 등록 완료,22.00,764
20200237,인천 용마루 1블록 민간참여 주거환경개선사업,제출완료,10.31,765
20200238,운서동 3093-5 오피스텔 신축공사 지하안전평가(재협의),제출완료,23.09,766
20200239,잠실천호대교 남단IC 연결체계개선사업 지하환경영향평가 용역,제출완료,19.19,767
20200240,대구 서성로1가 주상복합 신축공사,제출완료,19.96,768
20200243,엄궁1구역 재개발 정비사업,제출완료,17.45,769
20200245,용답동 한성자동차 정비공장 증축공사,제출완료,17.00,770
20200246,수도권(4단계) 관로 복선화사업 지하안전영향평가 용역,제출완료,12.07,771
20200247,신라교역 신사옥 건립공사,제출완료,18.50,772
20200248,"청주지역 전기공급시설 관로공사(1-1차, 목련로구간)",제출완료,22.00,773
20200249,문정동 역세권 청년주택 신축공사,제출완료,29.21,774
20200251,온천장 지역주택조합 주상복합 신축공사,제출완료,19.70,775
20200252,인천서구 원창동 자동차복합단지 신축계획,제출완료,26.49,776
20200253,대치동 907-12 복합건물 신축공사,제출완료,19.77,777
20200254,강릉 내곡동 공동주택 신축공사 지하안전영향평가,제출완료,43.01,778
20200255,영등포 신동해 주거복합 신축공사 소규모지하안전영향평가,정보수정중,17.06,779
20200256,동남지구 상업1BL 1로트 근린생활시설 신축공사,제출완료,11.78,780
20200257,금천구 시흥동 지식산업센터 신축공사 소규모지하안전영향평가,제출완료,19.60,781
20200258,가경동 1416-1 주상복합 신축공사,제출완료,40.61,782
20200259,영대병원역#1출입구 E/S설치공사 소규모지하안전영향평가용역,제출완료,12.00,783
20200260,청주 고속터미널 복합개발 신축공사,제출완료,40.61,784
20200261,부산광역시 서구 암남동 복합시설 신축공사,제출완료,18.85,785
20200262,동남택지개발지구 상업 2BL 1로트 복합빌딩 신축공사,제출완료,14.75,786
20200263,오산시 세교동 601-9 오피스텔 신축공사,제출완료,19.97,787
20200264,창원 사파지구 반도유보라아파트 신축공사 소규모지하안전영향평가,사업 등록 완료,19.70,788
20200265,사천예수화전지구 공공지원민간임대주택 공급촉진지구 조성사업,제출완료,40.01,789
20200266,잠실천호대교 남단IC 연결체계개선사업 지하환경영향평가 용역,사업 등록 완료,19.19,790
20200267,동탄~고덕 연계 열수송관 공사,제출완료,13.30,791
20200268,온산 덕신 근린공원 진입도로 개설공사,제출완료,10.66,792
20200270,인천 영종지구 근린생활시설 및 상영관 신축공사,제출완료,19.23,793
20200271,상봉역 역세권 청년주택 신축공사,정보수정중,26.36,794
20200272,2019년 중앙지사 열수송관공사 지하안전영향평가,제출완료,10.60,795
20200273,남구 대명동 주상복합 신축공사,제출완료,18.60,796
20200274,이천시 백사면 조읍리 251-1번지 일원 소규모 지하안전영향평가,제출완료,15.76,797
20200275,영등포구 대림동 역세권 청년주택 신축공사,사업 등록 완료,19.00,798
20200276,김포한강 구래동 지식산업센터 신축공사,제출완료,19.75,799
20200277,인천여상주변구역 도시환경 정비사업 소규모 지하안전영향평가,제출완료,12.85,800
20200278,역삼동 746-12번지 00빌딩 신축공사,제출완료,13.63,801
20200279,하동군 상상도서관 신축공사 ,제출완료,19.52,802
20200280,대전시 중구 선화동 106-1 공동주택 신축공사,정보수정중,24.25,803
20200281,만촌네거리 주거복합 신축공사 지하안전영향평가,사업 등록 완료,25.00,804
20200282,성남시 중원구 성남동 2167번지 외 5필지 오피스텔 신축공사,제출완료,17.70,805
20200284,수원 인계동 1023-2 근생/도시형생활주택 신축공사,제출완료,19.00,806
20200286,주공5단지2구역주택재건축정비사업조합,제출완료,10.60,807
20200287,여주 물류창고 신축공사,제출완료,19.71,808
20200288,갈담리 물류센터 신축공사,제출완료,12.07,809
20200289,덕산~화명 비상연계 노후관 개량공사,정보수정중,10.50,810
20200290,"대전광역시 유성구 용계동 667-4,5번지(4BL), 667-1,2번지(7BL) 오피스텔 신축공사",제출완료,18.70,811
20200291,광주 쌍암동 CK 업무시설 신축공사,제출완료,18.78,812
20200292,대구시 두류동 공동주택 신축에 따른 소규모지하안전영향평가,제출완료,11.23,813
20200293,안락동 세웅병원 신축공사,제출완료,17.15,814
20200294,음성 성본산업단지 폐기물최종처리시설 조성사업,제출완료,38.48,815
20200295,유성구 봉명동 552-7번지 근린생활시설 신축공사,제출완료,28.32,816
20200296,2019 승강편의시설 설치사업(동대문역사문화공원역 #4),제출완료,14.45,817
20200297,광진구 화양동 111-85번지 일원 오피스텔 신축공사,사업 등록 완료,27.40,818
20200298,울산공업용수도 노후관 개량사업(3차),제출완료,7.00,819
20200299,남부대로~용곡한라(아)간 연결도로(대로3-22호) 개설공사,제출완료,16.60,820
20200300,남양주시 별내동 970번지 복합건물 신축공사,제출완료,19.92,821
20200301,청주시 봉명동 1831번지 도시형생활주택 신축공사,제출완료,17.07,822
20200304,덕산 공공 하수처리시설 증설(2차)사업,제출완료,10.80,823
20200305,국지도 39호선 양주 장흥~광적 도로건설공사,제출완료,19.66,824
20200306,금산 중도리00아파트 신축공사,제출완료,22.16,825
20200307,대전 동구 판암지구 도시개발사업 M2블럭 오피스텔 신축공사,제출완료,18.74,826
20200308,서울시 용산구 원효로3가 00복합시설 신축공사,제출완료,19.50,827
20200309,시흥시 장현지구 상업2-2BL 근린생활시설 신축공사,제출완료,14.81,828
20200310,대구도시철도1호선 서부정류장역 출입구 개선공사,제출완료,14.00,829
20200311,(주)일송빌딩 신축공사,제출완료,15.50,830
20200312,"고양시 덕양구 도내동 972, 973번지 근린생활 시설 및 오피스텔 신축공사",제출완료,20.70,831
20200313,"고양시 덕양구 도내동 974, 975번지 근린생활 시설 및 오피스텔 신축공사",제출완료,20.70,832
20200314,평택시 고덕 국제화지구 일상 3-1-4BL 신축공사,제출완료,16.97,833
20200315,평택시 고덕 국제화지구 일상 3-1-3BL 신축공사,제출완료,17.37,834
20200316,세종시 3-3생활권 C9-2BL 근린생활시설 신축공사 소규모 지하안전영향평가,제출완료,17.44,835
20200317,대흥2구역 주택재개발 정비사업 소규모 지하안전영향평가,정보수정중,11.76,836
20200318,대구 수성구 파동 수성레이크 아파트 신축공사,제출완료,11.00,837
20200319,이천시 안흥동 주상복합 신축공사,제출완료,30.40,838
20200320,천안농협 북부권 종합시설 신축공사,제출완료,12.81,839
