facilNo,facilNm,startYmd,endYmd,dignGbn,no
ELE2005-000007,오봉-동춘 관로,20201125,20201125,육안조사,1323
ELE2005-000008,도림-오봉 관로,20191128,20191128,육안조사,1324
ELE2005-000008,도림-오봉 관로,20201127,20201127,육안조사,1325
ELE2005-000009,대림분기(전력구),20191129,20191129,육안조사,1326
ELE2005-000011,154kV 신양재-신사T/L,20201101,20201201,육안조사,1327
ELE2005-000011,154kV 신양재-신사T/L,20211101,20211130,육안조사,1328
ELE2005-000013,울산-신울산관로,20191108,20191108,육안조사,1329
ELE2005-000013,울산-신울산관로,20201028,20201028,육안조사,1330
ELE2005-000013,울산-신울산관로,20210510,20210510,육안조사,1331
ELE2005-000015,중앙-서소문 전력구,20211013,20211029,육안조사,1332
ELE2005-000016,신수원-병점 관로,20191017,20191017,육안조사,1333
ELE2005-000016,신수원-병점 관로,20211019,20211019,육안조사,1334
ELE2005-000018,서안양분기,20211103,20211103,육안조사,1335
ELE2005-000034,양곡인출 관로,20211122,20211122,육안조사,1336
ELE2005-000035,전력관로,20210323,20211130,육안조사,1337
ELE2005-000036,전력관로,20210323,20211130,육안조사,1338
ELE2005-000038,배전전력구,20220210,20220225,공동조사,1339
ELE2006-000001,김포전력구,20191127,20191127,육안조사,1340
ELE2006-000001,김포전력구,20201127,20201127,육안조사,1341
ELE2006-000001,김포전력구,20211110,20211110,육안조사,1342
ELE2006-000002,계양-북변(2차) 관로,20191127,20191127,육안조사,1343
ELE2006-000002,계양-북변(2차) 관로,20201127,20201127,육안조사,1344
ELE2006-000002,계양-북변(2차) 관로,20211105,20211105,육안조사,1345
ELE2006-000003,오봉분기 전력구,20191128,20191128,육안조사,1346
ELE2006-000003,오봉분기 전력구,20201127,20201127,육안조사,1347
ELE2006-000004,덕소인출(덕소-진건) 관로,20191014,20191014,육안조사,1348
ELE2006-000004,덕소인출(덕소-진건) 관로,20201021,20201021,육안조사,1349
ELE2006-000004,덕소인출(덕소-진건) 관로,20211020,20211020,육안조사,1350
ELE2006-000005,언양관로,20191206,20191206,육안조사,1351
ELE2006-000005,언양관로,20210506,20210506,육안조사,1352
ELE2006-000006,상계T/L 관로,20211022,20211101,육안조사,1353
ELE2006-000007,병점-세교 관로,20191017,20191017,육안조사,1354
ELE2006-000007,병점-세교 관로,20211014,20211014,육안조사,1355
ELE2006-000008,신수원전력구,20191017,20191017,육안조사,1356
ELE2006-000008,신수원전력구,20211021,20211021,육안조사,1357
ELE2006-000009,삼미전력구,20191023,20191023,육안조사,1358
ELE2006-000009,삼미전력구,20211012,20211012,육안조사,1359
ELE2006-000010,세교-삼미 관로,20191023,20191023,육안조사,1360
ELE2006-000010,세교-삼미 관로,20211014,20211014,육안조사,1361
ELE2006-000011,북동탄-삼미 관로,20191017,20191017,육안조사,1362
ELE2006-000011,북동탄-삼미 관로,20211012,20211012,육안조사,1363
ELE2006-000027,정관관로,20210901,20210901,육안조사,1364
ELE2006-000029,전력관로,20210323,20211130,육안조사,1365
ELE2006-000030,전력관로,20210323,20211130,육안조사,1366
ELE2006-000031,전력관로,20210323,20211130,육안조사,1367
ELE2006-000032,전력관로,20210323,20211130,육안조사,1368
ELE2007-000001,언양1 - 언양1L1,20190101,20191231,육안조사,1369
ELE2007-000002,언양1L1 - 언양1L2,20190101,20191231,육안조사,1370
ELE2007-000003,언양1 - 언양2,20190101,20191231,육안조사,1371
ELE2007-000004,언양2 - 언양3,20190101,20191231,육안조사,1372
ELE2007-000005,언양3 - 언양4,20190101,20191231,육안조사,1373
ELE2007-000006,언양4 - 언양5,20190101,20191231,육안조사,1374
ELE2007-000007,언양5 - 언양6,20190101,20191231,육안조사,1375
ELE2007-000008,언양6 - 언양7,20190101,20191231,육안조사,1376
ELE2007-000009,언양7 - 언양8,20190101,20191231,육안조사,1377
ELE2007-000010,언양8 - 언양9,20190101,20191231,육안조사,1378
ELE2007-000011,언양9 - 언양10,20190101,20191231,육안조사,1379
ELE2007-000012,언양10 - 언양11,20190101,20191231,육안조사,1380
ELE2007-000013,언양11 - 언양12,20190101,20191231,육안조사,1381
ELE2007-000014,언양12 - 언양13,20190101,20191231,육안조사,1382
ELE2007-000015,송림오거리 남동측방향,20191209,20191228,육안조사,1383
ELE2007-000015,송림오거리 남동측방향,20201201,20201224,육안조사,1384
ELE2007-000016,신정인출 전력구,20191114,20191114,육안조사,1385
ELE2007-000016,신정인출 전력구,20181123,20181123,육안조사,1386
ELE2007-000017,신광명-시흥 관로,20191114,20191114,육안조사,1387
ELE2007-000017,신광명-시흥 관로,20181114,20181114,육안조사,1388
ELE2007-000018,거두M72-M73,20190415,20190415,육안조사,1389
ELE2007-000019,거두M43-M48,20190419,20190419,육안조사,1390
ELE2007-000020,거두교M1-퇴계M73,20190509,20190509,육안조사,1391
ELE2007-000021,남춘M3-M6,20190625,20190625,육안조사,1392
ELE2007-000022,석촌분기 전력구,20191120,20191120,육안조사,1393
ELE2007-000022,석촌분기 전력구,20200724,20200724,육안조사,1394
ELE2007-000022,석촌분기 전력구,20210901,20210901,육안조사,1395
ELE2007-000023,문정분기 관로,20191128,20191128,육안조사,1396
ELE2007-000023,문정분기 관로,20200813,20200813,육안조사,1397
ELE2007-000023,문정분기 관로,20210713,20210713,육안조사,1398
ELE2007-000045,전력관로,20210323,20211130,육안조사,1399
ELE2007-000046,전력관로,20210323,20211130,육안조사,1400
ELE2007-000047,전력관로,20210323,20211130,육안조사,1401
ELE2007-000048,전력관로,20210323,20211130,육안조사,1402
ELE2007-000049,전력관로,20210323,20211130,육안조사,1403
ELE2007-000050,전력관로,20210323,20211130,육안조사,1404
ELE2007-000051,전력관로,20210323,20211130,육안조사,1405
ELE2007-000053,오송분기(전력구),20211209,20211209,육안조사,1406
ELE2008-000003,동시화전력구,20191128,20191128,육안조사,1407
ELE2008-000003,동시화전력구,20201127,20201127,육안조사,1408
ELE2008-000004,북춘천 배전전력구,20191112,20191112,육안조사,1409
ELE2008-000005,거농M5-M13,20190411,20190411,육안조사,1410
ELE2008-000006,삼성M2-M3,20190719,20190719,육안조사,1411
ELE2008-000008,풍납-석촌B 전력구,20191120,20191120,육안조사,1412
ELE2008-000008,풍납-석촌B 전력구,20200724,20200724,육안조사,1413
ELE2008-000008,풍납-석촌B 전력구,20210901,20210901,육안조사,1414
ELE2008-000009,송파-석촌 전력구 ,20191120,20191120,육안조사,1415
ELE2008-000009,송파-석촌 전력구 ,20200724,20200724,육안조사,1416
ELE2008-000009,송파-석촌 전력구 ,20210724,20210724,육안조사,1417
ELE2008-000010,동남분기 전력구,20191120,20191120,육안조사,1418
ELE2008-000010,동남분기 전력구,20200813,20200813,육안조사,1419
ELE2008-000010,동남분기 전력구,20210722,20210722,육안조사,1420
ELE2008-000011,풍납-석촌 1차 관로,20191127,20191127,육안조사,1421
ELE2008-000011,풍납-석촌 1차 관로,20200724,20200724,육안조사,1422
ELE2008-000011,풍납-석촌 1차 관로,20210702,20210702,육안조사,1423
ELE2008-000012,풍납-석촌 2차 관로,20191128,20191128,육안조사,1424
ELE2008-000012,풍납-석촌 2차 관로,20200724,20200724,육안조사,1425
ELE2008-000012,풍납-석촌 2차 관로,20210901,20210901,육안조사,1426
ELE2008-000013,장지분기,20191128,20191128,육안조사,1427
ELE2008-000013,장지분기,20200813,20200813,육안조사,1428
ELE2008-000013,장지분기,20210722,20210722,육안조사,1429
ELE2008-000015,울산관로,20191107,20191107,육안조사,1430
ELE2008-000015,울산관로,20201029,20201029,육안조사,1431
ELE2008-000015,울산관로,20210504,20210504,육안조사,1432
ELE2008-000016,성수인출 전력구,20191018,20191018,육안조사,1433
ELE2008-000016,성수인출 전력구,20211022,20211028,육안조사,1434
ELE2008-000018,성수분기 관로,20211022,20211029,육안조사,1435
ELE2008-000019,성수분기 전력구,20211022,20211029,육안조사,1436
ELE2008-000020,화양TL 지중화 전력구,20211022,20211029,육안조사,1437
ELE2008-000046,전력관로,20210323,20211130,육안조사,1438
ELE2008-000047,전력관로,20210323,20211130,육안조사,1439
ELE2008-000048,"죽림-서청주(관로,전력구)",20211210,20211210,육안조사,1440
ELE2009-000002,송림오거리 북측방향,20191209,20191228,육안조사,1441
ELE2009-000002,송림오거리 북측방향,20201201,20201224,육안조사,1442
ELE2009-000003,화가제2 전력구,20191115,20191115,육안조사,1443
ELE2009-000003,화가제2 전력구,20181120,20181120,육안조사,1444
ELE2009-000004,송도북송도 관로,20191128,20191128,육안조사,1445
ELE2009-000004,송도북송도 관로,20201126,20201126,육안조사,1446
ELE2009-000005,북송도연수 관로,20191127,20191127,육안조사,1447
ELE2009-000005,북송도연수 관로,20201126,20201126,육안조사,1448
ELE2009-000006,천왕-구로 전력구,20191120,20191120,육안조사,1449
ELE2009-000006,천왕-구로 전력구,20181116,20181116,육안조사,1450
ELE2009-000007,천왕-오류 관로,20191120,20191120,육안조사,1451
ELE2009-000007,천왕-오류 관로,20181109,20181109,육안조사,1452
ELE2009-000009,창동-돈암 전력구,20211025,20211029,육안조사,1453
ELE2009-000010,상봉배전 전력구,20211026,20211029,육안조사,1454
ELE2009-000011,상봉분기 전력구,20211026,20211029,육안조사,1455
ELE2009-000012,신수원농서전력구,20191023,20191023,육안조사,1456
ELE2009-000012,신수원농서전력구,20211019,20211019,육안조사,1457
ELE2009-000026,전력관로,20210323,20211130,육안조사,1458
ELE2009-000027,전력관로,20210323,20211130,육안조사,1459
ELE2009-000028,전력관로,20210323,20211130,육안조사,1460
ELE2009-000029,전력관로,20210323,20211130,육안조사,1461
ELE2009-000030,전력관로,20210323,20211130,육안조사,1462
ELE2009-000031,전력관로,20210323,20211130,육안조사,1463
ELE2009-000032,횡계평창T/L 지중송전관로,20210823,20211120,공동조사,1464
ELE2009-000036,지중관로,20220509,20220617,공동조사,1465
ELE2010-000001,역사2-1 - 고속1,20190101,20191231,육안조사,1466
ELE2010-000002,고속1 - 역사1-25,20190101,20191231,육안조사,1467
ELE2010-000003,KTX1 - 역사1-25,20190101,20191231,육안조사,1468
ELE2010-000004,청라전력구,20191104,20191104,육안조사,1469
ELE2010-000004,청라전력구,20201124,20201124,육안조사,1470
ELE2010-000004,청라전력구,20211129,20211129,육안조사,1471
ELE2010-000006,범서208R6L3 - 범서208R6L4,20190101,20191231,육안조사,1472
ELE2010-000007,서인천-청라 관로,20191104,20191104,육안조사,1473
ELE2010-000007,서인천-청라 관로,20201124,20201124,육안조사,1474
ELE2010-000007,서인천-청라 관로,20211112,20211112,육안조사,1475
ELE2010-000008,통진전력구,20191120,20191120,육안조사,1476
ELE2010-000009,김포-장기 관로,20191112,20191112,육안조사,1477
ELE2010-000010,신김포-양곡 관로,20191108,20191108,육안조사,1478
ELE2010-000011,양곡-통진 관로,20191120,20191120,육안조사,1479
ELE2010-000012,청라서측 전력구,20191220,20191220,육안조사,1480
ELE2010-000012,청라서측 전력구,20211111,20211112,육안조사,1481
ELE2010-000013,신부평-고강 수직구,20191204,20191204,육안조사,1482
ELE2010-000016,강동-상일 전력구,20191126,20191126,육안조사,1483
ELE2010-000016,강동-상일 전력구,20190717,20200717,육안조사,1484
ELE2010-000016,강동-상일 전력구,20210706,20210706,육안조사,1485
ELE2010-000017,거여-가락 전력구,20191128,20191128,육안조사,1486
ELE2010-000017,거여-가락 전력구,20191120,20191120,육안조사,1487
ELE2010-000017,거여-가락 전력구,20200813,20200813,육안조사,1488
ELE2010-000017,거여-가락 전력구,20200813,20200813,육안조사,1489
ELE2010-000017,거여-가락 전력구,20210719,20210719,육안조사,1490
ELE2010-000017,거여-가락 전력구,20210722,20210722,육안조사,1491
ELE2010-000018,거여-가락 관로,20191120,20191120,육안조사,1492
ELE2010-000018,거여-가락 관로,20200813,20200813,육안조사,1493
ELE2010-000018,거여-가락 관로,20210713,20210713,육안조사,1494
ELE2010-000019,154kV 교대-이수T/L,20201101,20201201,육안조사,1495
ELE2010-000019,154kV 교대-이수T/L,20211001,20211031,육안조사,1496
ELE2010-000020,강동-상일 관로,20191126,20191126,육안조사,1497
ELE2010-000020,강동-상일 관로,20200717,20200717,육안조사,1498
ELE2010-000020,강동-상일 관로,20210706,20210706,육안조사,1499
ELE2010-000023,수색-은평 전력구,20211014,20211020,육안조사,1500
ELE2010-000044,신부평-고강 수직구,20201111,20201111,육안조사,1501
ELE2010-000044,신부평-고강 수직구,20211102,20211102,육안조사,1502
ELE2010-000046,통진전력구,20211130,20211130,육안조사,1503
ELE2010-000047,양곡인출전력구,20211122,20211122,육안조사,1504
ELE2010-000048,양곡-통진 관로,20211119,20211119,육안조사,1505
ELE2010-000050,김포-장기 관로,20211109,20211109,육안조사,1506
ELE2010-000051,김포-장기(2차) 관로,20211109,20211109,육안조사,1507
ELE2010-000052,신김포-양곡 관로,20211115,20211115,육안조사,1508
ELE2010-000055,전력관로,20210323,20211130,육안조사,1509
ELE2010-000056,전력관로,20210323,20211130,육안조사,1510
ELE2010-000057,전력관로,20210323,20211130,육안조사,1511
ELE2010-000058,전력관로,20210323,20211130,육안조사,1512
ELE2010-000059,전력관로,20210323,20211130,육안조사,1513
ELE2010-000062,속초-간성T/L 지중송전관로,20210823,20211120,공동조사,1514
ELE2011-000001,청라서측전력구,20191106,20191106,육안조사,1515
ELE2011-000001,청라서측전력구,20201125,20201125,육안조사,1516
ELE2011-000001,청라서측전력구,20211126,20211126,육안조사,1517
ELE2011-000002,아라뱃길전력구,20191106,20191106,육안조사,1518
ELE2011-000002,아라뱃길전력구,20201125,20201125,육안조사,1519
ELE2011-000002,아라뱃길전력구,20211118,20211118,육안조사,1520
ELE2011-000003,신김포전력구,20191105,20191105,육안조사,1521
ELE2011-000004,장기전력구,20191119,20191119,육안조사,1522
ELE2011-000005,장기-신김포 관로,20191119,20191119,육안조사,1523
ELE2011-000006,도림분기전력구,20191127,20191127,육안조사,1524
ELE2011-000006,도림분기전력구,20201127,20201127,육안조사,1525
ELE2011-000007,신가평미금 전력구,20191015,20191015,육안조사,1526
ELE2011-000007,신가평미금 전력구,20201021,20201021,육안조사,1527
ELE2011-000007,신가평미금 전력구,20211007,20211007,육안조사,1528
ELE2011-000008,별내S/S인출 전력구,20191008,20191008,육안조사,1529
ELE2011-000008,별내S/S인출 전력구,20201019,20201019,육안조사,1530
