facilNo,facilNm,startYmd,endYmd,dignGbn,no
RCT1985-000074,3호선 무악재~독립문역간 터널,20210806,20211130,육안조사,3377
RCT1985-000075,3호선 독립문역,20210806,20211130,육안조사,3378
RCT1985-000077,4호선 동작터널~총신대입구역간 터널,20210806,20211130,육안조사,3379
RCT1985-000078,4호선 총신대입구역,20210806,20211130,육안조사,3380
RCT1985-000082,3호선 고속터미널~교대역간 터널,20210806,20211130,육안조사,3381
RCT1985-000083,3호선 교대역,20210806,20211130,육안조사,3382
RCT1985-000084,3호선 교대~남부터미널역간 터널,20210806,20211130,육안조사,3383
RCT1985-000085,3호선 남부터미널역,20210806,20211130,육안조사,3384
RCT1985-000086,3호선 남부터미널~양재역간 터널,20210806,20211130,육안조사,3385
RCT1985-000087,3호선 양재역,20210806,20211130,육안조사,3386
RCT1985-000088,3호선 압구정역,20210806,20211130,육안조사,3387
RCT1985-000089,3호선 압구정~신사역간 터널,20210806,20211130,육안조사,3388
RCT1985-000090,3호선 신사역,20210806,20211130,육안조사,3389
RCT1985-000091,3호선 신사~잠원역간 터널,20210806,20211130,육안조사,3390
RCT1991-000001,2호선 신정기지 입출고선 터널,20210806,20211130,육안조사,3391
RCT1992-000001,2호선 신도림~도림천역간 터널,20210806,20211130,육안조사,3392
RCT1992-000002,2호선 도림천~양천구청역간 터널,20210806,20211130,육안조사,3393
RCT1993-000004,3호선 매봉역,20210806,20211130,육안조사,3394
RCT1993-000005,3호선 매봉~도곡역간 터널,20210806,20211130,육안조사,3395
RCT1993-000006,3호선 도곡역,20210806,20211130,육안조사,3396
RCT1993-000007,3호선 도곡~대치역간 터널,20210806,20211130,육안조사,3397
RCT1993-000008,3호선 대치역,20210806,20211130,육안조사,3398
RCT1993-000009,3호선 대치~학여울역간 터널,20210806,20211130,육안조사,3399
RCT1993-000010,3호선 학여울역,20210806,20211130,육안조사,3400
RCT1993-000011,3호선 학여울~대청역간 터널,20210806,20211130,육안조사,3401
RCT1993-000012,3호선 대청역,20210806,20211130,육안조사,3402
RCT1993-000013,3호선 대청~일원역간 터널,20210806,20211130,육안조사,3403
RCT1993-000014,3호선 일원역,20210806,20211130,육안조사,3404
RCT1993-000015,3호선 일원~수서기지간 터널,20210806,20211130,육안조사,3405
RCT1993-000016,3호선 수서역,20210806,20211130,육안조사,3406
RCT1995-000001,2호선 양천구청~신정네거리역간 터널,20210806,20211130,육안조사,3407
RCT1995-000002,2호선 신정네거리~까치산역간 터널,20210806,20211130,육안조사,3408
RCT1996-000023,5호선 장한평역,20210806,20211130,육안조사,3409
RCT1996-000024,5호선 장한평~군자역간 터널,20210806,20211130,육안조사,3410
RCT1996-000025,7호선 먹골역,20210806,20211130,육안조사,3411
RCT1996-000026,7호선 먹골~중화역간 터널,20210806,20211130,육안조사,3412
RCT1996-000027,7호선 중화역,20210806,20211130,육안조사,3413
RCT1996-000028,7호선 상봉역,20210806,20211130,육안조사,3414
RCT1996-000029,7호선 상봉~면목역간 터널,20210806,20211130,육안조사,3415
RCT1996-000030,7호선 면목~사가정역간 터널,20210806,20211130,육안조사,3416
RCT1996-000031,7호선 사가정역,20210806,20211130,육안조사,3417
RCT1996-000032,7호선 사가정~용마산역간 터널,20210806,20211130,육안조사,3418
RCT1996-000033,7호선 용마산역,20210806,20211130,육안조사,3419
RCT1996-000034,7호선 용마산~중곡역간 터널,20210806,20211130,육안조사,3420
RCT1996-000036,7호선 마들역,20210806,20211130,육안조사,3421
RCT1996-000037,7호선 마들~노원역간 터널,20210806,20211130,육안조사,3422
RCT1996-000038,7호선 노원역,20210806,20211130,육안조사,3423
RCT1996-000039,7호선 노원~중계역간 터널,20210806,20211130,육안조사,3424
RCT1996-000040,7호선 중계역,20210806,20211130,육안조사,3425
RCT1996-000041,7호선 중계~하계역간 터널,20210806,20211130,육안조사,3426
RCT1996-000042,7호선 하계역,20210806,20211130,육안조사,3427
RCT1996-000043,7호선 하계~공릉역간 터널,20210806,20211130,육안조사,3428
RCT1996-000044,7호선 공릉역,20210806,20211130,육안조사,3429
RCT1996-000045,7호선 공릉~태릉입구역간 터널,20210806,20211130,육안조사,3430
RCT1996-000046,7호선 태릉입구역,20210806,20211130,육안조사,3431
RCT1996-000047,7호선 태릉입구~먹골역간 터널,20210806,20211130,육안조사,3432
RCT1996-000048,2호선 신정네거리역,20210806,20211130,육안조사,3433
RCT1996-000049,5호선 신정역,20210806,20211130,육안조사,3434
RCT1996-000050,5호선 신정~목동역간 터널,20210806,20211130,육안조사,3435
RCT1996-000051,5호선 목동역,20210806,20211130,육안조사,3436
RCT1996-000052,5호선 목동~오목교역간 터널,20210806,20211130,육안조사,3437
RCT1996-000053,5호선 오목교역,20210806,20211130,육안조사,3438
RCT1996-000054,5호선 오목교~양평역간 터널,20210806,20211130,육안조사,3439
RCT1996-000055,5호선 방화기지~방화역간 터널,20210806,20211130,육안조사,3440
RCT1996-000056,5호선 방화역,20210806,20211130,육안조사,3441
RCT1996-000057,5호선 방화~개화산역간 터널,20210806,20211130,육안조사,3442
RCT1996-000058,5호선 개화산역,20210806,20211130,육안조사,3443
RCT1996-000059,5호선 개화산~김포공항역간 터널,20210806,20211130,육안조사,3444
RCT1996-000061,5호선 김포공항~송정역간 터널,20210806,20211130,육안조사,3445
RCT1996-000062,5호선 송정역,20210806,20211130,육안조사,3446
RCT1996-000063,5호선 송정~마곡역간 터널,20210806,20211130,육안조사,3447
RCT1996-000064,5호선 마곡역,20210806,20211130,육안조사,3448
RCT1996-000065,5호선 마곡~발산역간 터널,20210806,20211130,육안조사,3449
RCT1996-000066,5호선 발산역,20210806,20211130,육안조사,3450
RCT1996-000067,5호선 발산~우장산역간 터널,20210806,20211130,육안조사,3451
RCT1996-000068,5호선 우장산역,20210806,20211130,육안조사,3452
RCT1996-000069,5호선 우장산~화곡역간 터널,20210806,20211130,육안조사,3453
RCT1996-000070,5호선 화곡역,20210806,20211130,육안조사,3454
RCT1996-000071,5호선 화곡~까치산역간 터널,20210806,20211130,육안조사,3455
RCT1996-000072,5호선 까치산역,20210806,20211130,육안조사,3456
RCT1996-000073,5호선 까치산~신정역간 터널,20210806,20211130,육안조사,3457
RCT1996-000074,5호선 양평역,20210806,20211130,육안조사,3458
RCT1996-000075,5호선 양평~영등포구청역간 터널,20210806,20211130,육안조사,3459
RCT1996-000076,5호선 영등포구청역,20210806,20211130,육안조사,3460
RCT1996-000077,5호선 영등포구청~영등포시장역간 터널,20210806,20211130,육안조사,3461
RCT1996-000078,5호선 영등포시장역,20210806,20211130,육안조사,3462
RCT1996-000079,5호선 영등포시장~신길역간 터널,20210806,20211130,육안조사,3463
RCT1996-000080,5호선 신길역,20210806,20211130,육안조사,3464
RCT1996-000081,5호선 신길~여의도역간 터널,20210806,20211130,육안조사,3465
RCT1996-000082,5호선 여의도역,20210806,20211130,육안조사,3466
RCT1996-000083,5호선 여의도~여의나루역간 터널,20210806,20211130,육안조사,3467
RCT1996-000084,5호선 올림픽공원역,20210806,20211130,육안조사,3468
RCT1996-000085,5호선 올림픽공원~방이역간 터널,20210806,20211130,육안조사,3469
RCT1996-000086,5호선 방이역,20210806,20211130,육안조사,3470
RCT1996-000087,5호선 방이~오금역간 터널,20210806,20211130,육안조사,3471
RCT1996-000088,5호선 오금역,20210806,20211130,육안조사,3472
RCT1996-000089,5호선 오금~개롱역간 터널,20210806,20211130,육안조사,3473
RCT1996-000091,5호선 개롱역,20210806,20211130,육안조사,3474
RCT1996-000092,5호선 개롱~거여역간 터널,20210806,20211130,육안조사,3475
RCT1996-000093,5호선 거여역,20210806,20211130,육안조사,3476
RCT1996-000094,5호선 거여~마천역간 터널,20210806,20211130,육안조사,3477
RCT1996-000095,5호선 마천역,20210806,20211130,육안조사,3478
RCT1996-000096,8호선 잠실~석촌역간 터널,20210806,20211130,육안조사,3479
RCT1996-000097,8호선 석촌역,20210806,20211130,육안조사,3480
RCT1996-000098,8호선 석촌~송파역간 터널,20210806,20211130,육안조사,3481
RCT1996-000099,8호선 가락시장~문정역간 터널,20210806,20211130,육안조사,3482
RCT1996-000100,8호선 문정역,20210806,20211130,육안조사,3483
RCT1996-000101,8호선 문정~장지역간 터널,20210806,20211130,육안조사,3484
RCT1996-000102,8호선 장지역,20210806,20211130,육안조사,3485
RCT1996-000103,8호선 장지~복정역간 터널,20210806,20211130,육안조사,3486
RCT1996-000104,8호선 복정역,20210806,20211130,육안조사,3487
RCT1996-000105,8호선 복정~산성역간 터널,20210806,20211130,육안조사,3488
RCT1997-000030,7호선 건대입구~뚝섬유원지역간 터널,20210806,20211130,육안조사,3489
RCT1997-000031,7호선 중화~상봉역간 터널,20210806,20211130,육안조사,3490
RCT1997-000032,7호선 면목역,20210806,20211130,육안조사,3491
RCT1997-000034,5호선 충정로역,20210806,20211130,육안조사,3492
RCT1997-000035,5호선 충정로~서대문역간 터널,20210806,20211130,육안조사,3493
RCT1997-000036,5호선 서대문역~광화문역간 터널,20210806,20211130,육안조사,3494
RCT1997-000037,5호선 마포역,20210806,20211130,육안조사,3495
RCT1997-000038,5호선 마포~공덕역간 터널,20210806,20211130,육안조사,3496
RCT1997-000039,5호선 공덕역,20210806,20211130,육안조사,3497
RCT1997-000040,5호선 공덕~애오개역간 터널,20210806,20211130,육안조사,3498
RCT1997-000041,5호선 애오개역,20210806,20211130,육안조사,3499
RCT1997-000042,5호선 애오개~충정로역간 터널,20210806,20211130,육안조사,3500
RCT1997-000043,5호선 여의나루역,20210806,20211130,육안조사,3501
RCT1997-000044,5호선 여의나루~마포역간 터널,20210806,20211130,육안조사,3502
RCT1997-000045,8호선 몽촌토성~잠실역간 터널,20210806,20211130,육안조사,3503
RCT1997-000046,8호선 잠실역,20210806,20211130,육안조사,3504
RCT1998-000004,8호선 송파역,20210806,20211130,육안조사,3505
RCT1998-000005,8호선 송파~가락시장역간 터널,20210806,20211130,육안조사,3506
RCT1998-000006,8호선 가락시장역,20210806,20211130,육안조사,3507
RCT1999-000002,갈산역,20180917,20181105,육안조사,3508
RCT1999-000002,갈산역,20191020,20191104,육안조사,3509
RCT1999-000002,갈산역,20201020,20201116,육안조사,3510
RCT1999-000002,갈산역,20211026,20211124,육안조사,3511
RCT1999-000003,갈산역~부평구청역,20180917,20181105,육안조사,3512
RCT1999-000003,갈산역~부평구청역,20191020,20191104,육안조사,3513
RCT1999-000003,갈산역~부평구청역,20201020,20201116,육안조사,3514
RCT1999-000003,갈산역~부평구청역,20211026,20211124,육안조사,3515
RCT1999-000004,부평구청역,20180917,20181105,육안조사,3516
RCT1999-000004,부평구청역,20191020,20191104,육안조사,3517
RCT1999-000004,부평구청역,20201020,20201116,육안조사,3518
RCT1999-000004,부평구청역,20211026,20211124,육안조사,3519
RCT1999-000005,부평구청역~부평시장역,20180917,20181105,육안조사,3520
RCT1999-000005,부평구청역~부평시장역,20191020,20191104,육안조사,3521
RCT1999-000005,부평구청역~부평시장역,20201020,20201116,육안조사,3522
RCT1999-000005,부평구청역~부평시장역,20211026,20211124,육안조사,3523
RCT1999-000006,부평시장역,20180917,20181105,육안조사,3524
RCT1999-000006,부평시장역,20191020,20191104,육안조사,3525
RCT1999-000006,부평시장역,20201020,20201116,육안조사,3526
RCT1999-000006,부평시장역,20211026,20211124,육안조사,3527
RCT1999-000007,부평시장역~부평역,20180917,20181105,육안조사,3528
RCT1999-000007,부평시장역~부평역,20191020,20191104,육안조사,3529
RCT1999-000007,부평시장역~부평역,20201020,20201116,육안조사,3530
RCT1999-000007,부평시장역~부평역,20211026,20211124,육안조사,3531
RCT1999-000008,부평역,20180917,20181105,육안조사,3532
RCT1999-000008,부평역,20191020,20191104,육안조사,3533
RCT1999-000008,부평역,20201020,20201116,육안조사,3534
RCT1999-000008,부평역,20211026,20211124,육안조사,3535
RCT1999-000010,부평역~동수역,20180917,20181105,육안조사,3536
RCT1999-000010,부평역~동수역,20191020,20191104,육안조사,3537
RCT1999-000010,부평역~동수역,20201020,20201116,육안조사,3538
RCT1999-000010,부평역~동수역,20211026,20211124,육안조사,3539
RCT1999-000011,부평역~동수역,20180917,20181105,육안조사,3540
RCT1999-000011,부평역~동수역,20191020,20191104,육안조사,3541
RCT1999-000011,부평역~동수역,20201020,20201116,육안조사,3542
RCT1999-000011,부평역~동수역,20211026,20211124,육안조사,3543
RCT1999-000012,부평역~동수역,20180917,20181105,육안조사,3544
RCT1999-000012,부평역~동수역,20191020,20191104,육안조사,3545
RCT1999-000012,부평역~동수역,20201020,20201116,육안조사,3546
RCT1999-000012,부평역~동수역,20211026,20211124,육안조사,3547
RCT1999-000013,동수역,20180917,20181105,육안조사,3548
RCT1999-000013,동수역,20191020,20191104,육안조사,3549
RCT1999-000013,동수역,20201020,20201116,육안조사,3550
RCT1999-000013,동수역,20211026,20211124,육안조사,3551
RCT1999-000014,동수역~부평삼거리역,20180917,20181105,육안조사,3552
RCT1999-000014,동수역~부평삼거리역,20191020,20191104,육안조사,3553
RCT1999-000014,동수역~부평삼거리역,20201020,20201116,육안조사,3554
RCT1999-000014,동수역~부평삼거리역,20211026,20211124,육안조사,3555
RCT1999-000015,동수역~부평삼거리역,20180917,20181105,육안조사,3556
RCT1999-000015,동수역~부평삼거리역,20191020,20191104,육안조사,3557
RCT1999-000015,동수역~부평삼거리역,20201020,20201116,육안조사,3558
RCT1999-000015,동수역~부평삼거리역,20211026,20211124,육안조사,3559
RCT1999-000016,부평삼거리역~간석오거리역,20180917,20181105,육안조사,3560
RCT1999-000016,부평삼거리역~간석오거리역,20191020,20191104,육안조사,3561
RCT1999-000016,부평삼거리역~간석오거리역,20201020,20201116,육안조사,3562
RCT1999-000016,부평삼거리역~간석오거리역,20211026,20211124,육안조사,3563
RCT1999-000017,부평삼거리역~간석오거리역,20180917,20181105,육안조사,3564
RCT1999-000017,부평삼거리역~간석오거리역,20191020,20191104,육안조사,3565
RCT1999-000017,부평삼거리역~간석오거리역,20201020,20201116,육안조사,3566
RCT1999-000017,부평삼거리역~간석오거리역,20211026,20211124,육안조사,3567
RCT1999-000031,귤현역~박촌역,20180917,20181105,육안조사,3568
RCT1999-000031,귤현역~박촌역,20191020,20191104,육안조사,3569
RCT1999-000031,귤현역~박촌역,20201020,20201116,육안조사,3570
RCT1999-000031,귤현역~박촌역,20211026,20211124,육안조사,3571
RCT1999-000032,박촌역,20180917,20181105,육안조사,3572
RCT1999-000032,박촌역,20191020,20191104,육안조사,3573
RCT1999-000032,박촌역,20201020,20201116,육안조사,3574
RCT1999-000032,박촌역,20211026,20211124,육안조사,3575
RCT1999-000033,박촌역~임학역,20180917,20181105,육안조사,3576
RCT1999-000033,박촌역~임학역,20191020,20191104,육안조사,3577
RCT1999-000033,박촌역~임학역,20201020,20201116,육안조사,3578
RCT1999-000033,박촌역~임학역,20211026,20211124,육안조사,3579
RCT1999-000034,임학역,20180917,20181105,육안조사,3580
RCT1999-000034,임학역,20191020,20191104,육안조사,3581
RCT1999-000034,임학역,20201020,20201116,육안조사,3582
RCT1999-000034,임학역,20211026,20211124,육안조사,3583
RCT1999-000035,임학역~계산역,20180917,20181105,육안조사,3584
RCT1999-000035,임학역~계산역,20191020,20191104,육안조사,3585
RCT1999-000035,임학역~계산역,20201020,20201116,육안조사,3586
RCT1999-000035,임학역~계산역,20211026,20211124,육안조사,3587
RCT1999-000036,계산역,20180917,20181105,육안조사,3588
RCT1999-000036,계산역,20191020,20191104,육안조사,3589
RCT1999-000036,계산역,20201020,20201116,육안조사,3590
RCT1999-000036,계산역,20211026,20211124,육안조사,3591
RCT1999-000037,계산역~경인교대입구역,20180917,20181105,육안조사,3592
RCT1999-000037,계산역~경인교대입구역,20191020,20191104,육안조사,3593
RCT1999-000037,계산역~경인교대입구역,20201020,20201116,육안조사,3594
RCT1999-000037,계산역~경인교대입구역,20211026,20211124,육안조사,3595
RCT1999-000038,경인교대입구역,20180917,20181105,육안조사,3596
RCT1999-000038,경인교대입구역,20191020,20191104,육안조사,3597
RCT1999-000038,경인교대입구역,20201020,20201116,육안조사,3598
RCT1999-000038,경인교대입구역,20201020,20201116,육안조사,3599
RCT1999-000038,경인교대입구역,20211026,20211124,육안조사,3600
RCT1999-000039,경인교대입구역~작전역,20180917,20181105,육안조사,3601
RCT1999-000039,경인교대입구역~작전역,20191020,20191104,육안조사,3602
RCT1999-000039,경인교대입구역~작전역,20201020,20201116,육안조사,3603
RCT1999-000039,경인교대입구역~작전역,20211026,20211124,육안조사,3604
RCT1999-000040,작전역,20180917,20181105,육안조사,3605
RCT1999-000040,작전역,20191020,20191104,육안조사,3606
RCT1999-000040,작전역,20201020,20201116,육안조사,3607
RCT1999-000040,작전역,20211026,20211126,육안조사,3608
RCT1999-000041,작전역~갈산역,20180917,20181105,육안조사,3609
RCT1999-000041,작전역~갈산역,20191020,20191104,육안조사,3610
RCT1999-000041,작전역~갈산역,20201020,20201116,육안조사,3611
RCT1999-000041,작전역~갈산역,20211026,20211124,육안조사,3612
RCT1999-000042,예술회관역~인천터미널역,20181001,20181130,육안조사,3613
RCT1999-000042,예술회관역~인천터미널역,20191018,20191023,육안조사,3614
RCT1999-000042,예술회관역~인천터미널역,20201022,20201107,육안조사,3615
RCT1999-000042,예술회관역~인천터미널역,20211026,20211124,육안조사,3616
RCT1999-000043,인천터미널역,20181001,20181130,육안조사,3617
RCT1999-000043,인천터미널역,20191018,20191023,육안조사,3618
RCT1999-000043,인천터미널역,20201022,20201107,육안조사,3619
RCT1999-000043,인천터미널역,20211026,20211124,육안조사,3620
RCT1999-000044,인천터미널역~문학경기장역,20181001,20181130,육안조사,3621
RCT1999-000044,인천터미널역~문학경기장역,20191018,20191023,육안조사,3622
RCT1999-000044,인천터미널역~문학경기장역,20201022,20201107,육안조사,3623
RCT1999-000044,인천터미널역~문학경기장역,20211026,20211124,육안조사,3624
RCT1999-000045,동수역~부평삼거리역,20181001,20181130,육안조사,3625
RCT1999-000045,동수역~부평삼거리역,20191020,20191104,육안조사,3626
RCT1999-000045,동수역~부평삼거리역,20201020,20201116,육안조사,3627
RCT1999-000045,동수역~부평삼거리역,20211026,20211124,육안조사,3628
RCT1999-000046,부평삼거리역,20181001,20181130,육안조사,3629
RCT1999-000046,부평삼거리역,20191020,20191104,육안조사,3630
RCT1999-000046,부평삼거리역,20201020,20201119,육안조사,3631
RCT1999-000046,부평삼거리역,20211026,20211124,육안조사,3632
RCT1999-000047,부평삼거리역~간석오거리역,20181001,20181130,육안조사,3633
RCT1999-000047,부평삼거리역~간석오거리역,20191020,20191104,육안조사,3634
RCT1999-000047,부평삼거리역~간석오거리역,20201020,20201119,육안조사,3635
RCT1999-000047,부평삼거리역~간석오거리역,20211026,20211124,육안조사,3636
RCT1999-000048,간석오거리역,20181001,20181130,육안조사,3637
RCT1999-000048,간석오거리역,20181001,20181130,육안조사,3638
RCT1999-000048,간석오거리역,20191020,20191104,육안조사,3639
RCT1999-000048,간석오거리역,20201020,20201116,육안조사,3640
RCT1999-000048,간석오거리역,20211026,20211124,육안조사,3641
RCT1999-000049,간석오거리역~인천시청역,20181001,20181130,육안조사,3642
RCT1999-000049,간석오거리역~인천시청역,20191020,20191104,육안조사,3643
RCT1999-000049,간석오거리역~인천시청역,20201020,20201116,육안조사,3644
RCT1999-000049,간석오거리역~인천시청역,20211026,20211124,육안조사,3645
RCT1999-000050,인천시청역,20181001,20181130,육안조사,3646
RCT1999-000050,인천시청역,20191018,20191023,육안조사,3647
RCT1999-000050,인천시청역,20201020,20201116,육안조사,3648
RCT1999-000050,인천시청역,20211026,20211124,육안조사,3649
RCT1999-000051,인천시청역~예술회관역,20181001,20181130,육안조사,3650
RCT1999-000051,인천시청역~예술회관역,20191020,20191104,육안조사,3651
RCT1999-000051,인천시청역~예술회관역,20201020,20201116,육안조사,3652
RCT1999-000051,인천시청역~예술회관역,20211026,20211124,육안조사,3653
RCT1999-000052,예술회관역,20181001,20181130,육안조사,3654
RCT1999-000052,예술회관역,20191020,20191104,육안조사,3655
RCT1999-000052,예술회관역,20201020,20201116,육안조사,3656
RCT1999-000052,예술회관역,20211026,20211124,육안조사,3657
RCT1999-000053,예술회관역~인천터미널역,20181001,20181130,육안조사,3658
RCT1999-000053,예술회관역~인천터미널역,20191018,20191023,육안조사,3659
RCT1999-000053,예술회관역~인천터미널역,20201022,20201107,육안조사,3660
RCT1999-000053,예술회관역~인천터미널역,20211026,20211124,육안조사,3661
RCT1999-000054,인천터미널역~문학경기장역,20180917,20181105,육안조사,3662
RCT1999-000054,인천터미널역~문학경기장역,20191018,20191023,육안조사,3663
RCT1999-000054,인천터미널역~문학경기장역,20201022,20201107,육안조사,3664
RCT1999-000054,인천터미널역~문학경기장역,20211026,20211124,육안조사,3665
RCT1999-000055,문학경기장역,20180917,20181105,육안조사,3666
RCT1999-000055,문학경기장역,20191018,20191023,육안조사,3667
RCT1999-000055,문학경기장역,20201022,20201107,육안조사,3668
RCT1999-000055,문학경기장역,20211026,20211124,육안조사,3669
RCT1999-000056,인천터미널역~문학경기장역,20180917,20181105,육안조사,3670
RCT1999-000056,인천터미널역~문학경기장역,20191018,20191023,육안조사,3671
RCT1999-000056,인천터미널역~문학경기장역,20201022,20201107,육안조사,3672
RCT1999-000056,인천터미널역~문학경기장역,20211026,20211124,육안조사,3673
RCT1999-000057,문학경기장역~선학역,20180917,20181105,육안조사,3674
RCT1999-000057,문학경기장역~선학역,20191018,20191023,육안조사,3675
RCT1999-000057,문학경기장역~선학역,20201022,20201107,육안조사,3676
RCT1999-000057,문학경기장역~선학역,20211026,20211124,육안조사,3677
RCT1999-000058,선학역,20180917,20181105,육안조사,3678
RCT1999-000058,선학역,20191018,20191023,육안조사,3679
RCT1999-000058,선학역,20201022,20201107,육안조사,3680
RCT1999-000058,선학역,20211026,20211124,육안조사,3681
RCT1999-000059,선학역~신연수역,20180917,20181105,육안조사,3682
RCT1999-000059,선학역~신연수역,20191018,20191023,육안조사,3683
RCT1999-000059,선학역~신연수역,20201022,20201107,육안조사,3684
RCT1999-000059,선학역~신연수역,20211026,20211124,육안조사,3685
RCT1999-000060,신연수역,20180917,20181105,육안조사,3686
RCT1999-000060,신연수역,20191018,20191023,육안조사,3687
RCT1999-000060,신연수역,20201022,20201107,육안조사,3688
RCT1999-000060,신연수역,20211026,20211124,육안조사,3689
RCT1999-000061,신연수역~원인재역,20180917,20181105,육안조사,3690
RCT1999-000061,신연수역~원인재역,20191018,20191023,육안조사,3691
RCT1999-000061,신연수역~원인재역,20201022,20201107,육안조사,3692
RCT1999-000061,신연수역~원인재역,20211026,20211124,육안조사,3693
RCT1999-000062,원인재역,20180917,20181105,육안조사,3694
RCT1999-000062,원인재역,20191018,20191023,육안조사,3695
RCT1999-000062,원인재역,20201022,20201107,육안조사,3696
RCT1999-000062,원인재역,20211026,20211124,육안조사,3697
RCT1999-000063,원인재역~동춘역,20180917,20181105,육안조사,3698
RCT1999-000063,원인재역~동춘역,20191018,20191023,육안조사,3699
RCT1999-000063,원인재역~동춘역,20201022,20201107,육안조사,3700
RCT1999-000063,원인재역~동춘역,20211026,20211124,육안조사,3701
RCT1999-000064,원인재역~동춘역,20180917,20181105,육안조사,3702
RCT1999-000064,원인재역~동춘역,20191018,20191023,육안조사,3703
RCT1999-000064,원인재역~동춘역,20201022,20201107,육안조사,3704
RCT1999-000064,원인재역~동춘역,20211026,20211124,육안조사,3705
RCT1999-000065,동춘역,20180917,20181105,육안조사,3706
RCT1999-000065,동춘역,20191018,20191023,육안조사,3707
RCT1999-000065,동춘역,20201022,20201107,육안조사,3708
RCT1999-000065,동춘역,20211026,20211124,육안조사,3709
RCT1999-000066,동막역,20180917,20181105,육안조사,3710
RCT1999-000066,동막역,20191018,20191023,육안조사,3711
RCT1999-000066,동막역,20201022,20201107,육안조사,3712
RCT1999-000066,동막역,20211026,20211124,육안조사,3713
RCT1999-000067,작전역~갈산역,20180917,20181129,육안조사,3714
RCT1999-000067,작전역~갈산역,20191020,20191104,육안조사,3715
RCT1999-000067,작전역~갈산역,20201020,20201116,육안조사,3716
RCT1999-000067,작전역~갈산역,20211026,20211124,육안조사,3717
RCT1999-000068,부평역,20180917,20181129,육안조사,3718
RCT1999-000068,부평역,20191020,20191104,육안조사,3719
RCT1999-000068,부평역,20201020,20201116,육안조사,3720
RCT1999-000068,부평역,20211026,20211124,육안조사,3721
RCT1999-000069,계산역~경인교대입구역,20180907,20181105,육안조사,3722
RCT1999-000069,계산역~경인교대입구역,20191020,20191104,육안조사,3723
RCT1999-000069,계산역~경인교대입구역,20201020,20201116,육안조사,3724
RCT1999-000069,계산역~경인교대입구역,20211026,20211124,육안조사,3725
RCT1999-000070,계산역~경인교대입구역,20180907,20181105,육안조사,3726
RCT1999-000070,계산역~경인교대입구역,20191020,20191104,육안조사,3727
RCT1999-000070,계산역~경인교대입구역,20201020,20201116,육안조사,3728
RCT1999-000070,계산역~경인교대입구역,20211026,20211124,육안조사,3729
RCT1999-000071,계산역~경인교대입구역,20180907,20181105,육안조사,3730
RCT1999-000071,계산역~경인교대입구역,20191020,20191104,육안조사,3731
RCT1999-000071,계산역~경인교대입구역,20201020,20201116,육안조사,3732
RCT1999-000071,계산역~경인교대입구역,20211026,20211124,육안조사,3733
RCT1999-000072,박촌역~임학역,20180907,20181105,육안조사,3734
RCT1999-000072,박촌역~임학역,20191020,20191104,육안조사,3735
RCT1999-000072,박촌역~임학역,20201020,20201116,육안조사,3736
RCT1999-000072,박촌역~임학역,20211026,20211124,육안조사,3737
RCT1999-000073,간석오거리역~인천시청역,20181001,20181130,육안조사,3738
RCT1999-000073,간석오거리역~인천시청역,20191020,20191104,육안조사,3739
RCT1999-000073,간석오거리역~인천시청역,20201020,20201116,육안조사,3740
RCT1999-000073,간석오거리역~인천시청역,20211026,20211124,육안조사,3741
RCT1999-000074,간석오거리역~인천시청역,20181001,20181130,육안조사,3742
RCT1999-000074,간석오거리역~인천시청역,20191020,20191104,육안조사,3743
RCT1999-000074,간석오거리역~인천시청역,20201020,20201116,육안조사,3744
RCT1999-000074,간석오거리역~인천시청역,20211026,20211124,육안조사,3745
RCT1999-000075,간석오거리역~인천시청역,20181001,20181130,육안조사,3746
RCT1999-000075,간석오거리역~인천시청역,20191020,20191104,육안조사,3747
RCT1999-000075,간석오거리역~인천시청역,20201020,20201116,육안조사,3748
RCT1999-000075,간석오거리역~인천시청역,20211026,20211124,육안조사,3749
RCT1999-000076,부평삼거리역~간석오거리역,20181001,20181130,육안조사,3750
RCT1999-000076,부평삼거리역~간석오거리역,20191020,20191104,육안조사,3751
RCT1999-000076,부평삼거리역~간석오거리역,20201020,20201119,육안조사,3752
RCT1999-000076,부평삼거리역~간석오거리역,20211026,20211124,육안조사,3753
RCT1999-000077,원인재역~동춘역,20180917,20181105,육안조사,3754
RCT1999-000077,원인재역~동춘역,20191018,20191023,육안조사,3755
RCT1999-000077,원인재역~동춘역,20201022,20201107,육안조사,3756
RCT1999-000077,원인재역~동춘역,20211026,20211124,육안조사,3757
RCT1999-000080,8호선 몽촌토성역,20210806,20211130,육안조사,3758
RCT2000-000003,6호선 봉화산역,20210806,20211130,육안조사,3759
RCT2000-000004,6호선 봉화산~신내기지간 터널,20210806,20211130,육안조사,3760
RCT2000-000006,7호선 남구로역,20210806,20211130,육안조사,3761
RCT2000-000007,7호선 남구로~가산디지털단지역간 터널,20210806,20211130,육안조사,3762
RCT2000-000008,7호선 천왕역,20210806,20211130,육안조사,3763
RCT2000-000011,7호선 천왕~온수역간 터널,20210806,20211130,육안조사,3764
RCT2000-000012,7호선 온수역,20210806,20211130,육안조사,3765
RCT2000-000015,7호선 가산디지털단지역,20210806,20211130,육안조사,3766
RCT2000-000016,7호선 가산디지털단지~철산역간 터널,20210806,20211130,육안조사,3767
