evalNo,evalNm,maxDigDepth,proStage,no
E10132000008,건대입구역 역세권 청년주택 신축공사 착공후지하안전조사,39.66,진행중,579
E00060000075,대구광역시 달서구 본리동 주거복합 신축공,23.21,진행중,580
E00043000058,은평자이더스타 착공후지하안전조사 용역,30.20,진행중,581
E00248000029,오산 세교지구 상2블럭 오피스텔 신축공사,23.30,진행중,582
E00062000050,통영시 광도면 공동주택 신축공사,25.75,진행중,583
E00139000047,대구 수성지역 전기공급시설 전력구공사 외 1건 사후지하안전영향조사 용역,9.88,진행중,584
E00219000005,"평택 P4~P5 PROJECT 터널공사(배관구, 4.0/6.0) 착공후지하안전조사",56.72,진행중,585
E10008000028,성수동1가 22-7 지식산업센터 신축공사,25.69,진행중,586
E00120000003,중리취수장_월평정수장 제2도수관로 부설공사 착공후지하안전조사,11.25,진행중,587
E00164000044,하나드림타운 그룹헤드쿼터 신축공사 착공후지하안전조사 용역,34.00,진행중,588
E00098000058,"월곶~판교 복선전철 제1,6공구 사후지하안전영향조사용역",48.88,진행중,589
E00143000054,동탄2 업무시설용지 4BL 오피스텔 신축공사 중 착공후지하안전조사 용역,21.16,진행중,590
E00102000175,고양시 덕양구 주교동(612-6일원) 오피스텔 신축공사 중 착공후지하안전조사 용역,24.91,진행중,591
E00096000054,양양 주청리 2-9번지 생활숙박시설 신축공사,29.76,진행중,592
E00060000078,광양시 마흘지구 공동주택 신축공,34.91,진행중,593
E00084000032,중앙지사 열수송망 성능 보강공사(2단계) 착공후지하안전조사용역,13.60,진행중,594
E10153000002,청담동 119-3외 2필지 주상복합 신축공사 사후지하안전영향조사,28.87,진행중,595
E00022000116,삼성동 오피스텔 신축공사,31.47,진행중,596
E00022000117,이태원동 101-1번지 신축주택,21.26,진행중,597
E00080000077,서울특별시 광진구 구의동 252-95번지 일원 오피스텔 신축공사 중 사후지하안전영향조사 용역,26.64,진행중,598
E10132000011,"장안동 364-1,2,8번지 오피스텔 신축공사 착공후지하안전조사서",36.95,진행중,599
E00066000177,의왕백운밸리 업무복합시설용지 (업복1) 복합시설 신축공사,25.44,진행중,600
E00066000178,의왕백운밸리 업무복합시설용지 (업복2) 복합시설 신축공사,28.84,진행중,601
E00039000036,울산 강동리조트 개발사업(북구 산하동 산246-10일원) 착공후지하안전조사,34.92,진행중,602
E10127000001,서울시 강서구 마곡 R&D센터 건립사업 중 착공후지하안전조사,21.65,진행중,603
E00003000009,"과천지식정보타운 상업시설용지 복합시설 신축(1-2,3블럭) 착공후지하안전조사 용역",24.96,진행중,604
E00247000048,영종 SK VIEW 오피스텔 신축공사,25.21,진행중,605
E00003000010,"과천지식정보타운 상업시설용지 복합시설 신축(3-1,2블럭) 착공후지하안전조사 용역",24.96,진행중,606
E00190000086,천안시 문화동 주상복합아파트 신축공사 착공후지하안전조사서,27.62,진행중,607
E10071000005,서대문은평지사 복합사옥 신축공사,27.99,진행중,608
E00030000045,향동동 479번지 업무시설 신축공사,27.01,진행중,609
E10097000055,힐스테이트 원주 레스티지 신축공사 착공후지하안전조사,28.38,진행중,610
E00018000026,광양(1)공업용수도 노후관 개량사업,17.06,진행중,611
E00137000031,지산동 지역주택조합아파트 신축공사,31.10,진행중,612
E00088000029,안양시 호계동 960-1번지 착공후지하안전조사,30.36,진행중,613
E00130000026,"345kV 강릉안인화력 1,2호기 송전선로 건설사업 사후지하안전영향조사",53.20,진행중,614
E00082000030,천왕 역세권  도시환경 정비사업 착공후지하안전평가,20.86,진행중,615
E00210000034,대구 MBC부지 주상복합 신축공사 중 착공후지하안전조사 용역,23.00,진행중,616
E00134000127,군산시 조촌동 경남아너스빌 공동주택 신축공사 착공후 지하안전조사,30.07,진행중,617
E10092000019,위례선 도시철도 건설사업 착공후지하안전조사 용역(장기계속),12.18,진행중,618
E00133000097,당산동 5가 9-9외 2필지 지식산업센터 신축공사,33.20,진행중,619
E00102000178,진주 주약동 183-1 외 4필지 공동주택 신축공사 中 착공 後 지하안전조사,22.81,진행중,620
E00066000182,대구 진천동 라온프라이빗 주상복합 신축공사,26.00,진행중,621
E10115000018,쿠쿠강동빌딩 신축공사,22.63,진행중,622
E00126000073,마곡 R&D센터(지식산업센터) D13구역 건립사업,21.78,진행중,623
E10104000027,부산광역시 해운대구 우동 648-7외 2필지 생활형숙박시설 착공후지하안전조사 용역,26.46,진행중,624
E00062000052,"식사지구 E9-7,8 복합시설 신축공사",27.31,진행중,625
E00098000059,동대전 주상복합 개발사업 착공후지하안전조사 용역,23.96,진행중,626
E10051000015,안성 일죽 물류센터 신축사업,29.23,진행중,627
E00199000008,울산 무거동 주상복합 신축공사 착공후 지하안전조사용역,26.61,진행중,628
E00106000057,중림동 363 오피스텔 신축공사,37.81,진행중,629
E00055000123,수원 대로1-25호선 지하차도(1단계) 사후지하안전영향평가 용역,10.31,진행중,630
E00188000015,수원 도시계획시설(제22호 하천 : 당수천) 착공후지하안전조사 용역,6.52,진행중,631
E00218000051,부산진구 부전동 오피스텔 신축공사,31.26,진행중,632
E00060000080,포항 환호공원 개발행위 특례사업 공동주택 신축공사(1BL),25.95,진행중,633
E00200000050,울산 우정동 주택재개발정비사업 착공후지하안전조사용역,22.56,진행중,634
E00047000142,향동 어반워크 지식산업센터 신축공사,31.31,진행중,635
E00047000143,원주세브란스기독병원 새병원 외1 증축공사,31.43,진행중,636
E00068000008,무안지역 전기공급시설 전력구공사(운남-읍동개폐소) 사후지하안전영향조사용역,13.10,진행중,637
E10122000005,시흥시 신천동 713번지 외 5필지 오피스텔 신축공사 중 착공후 지하안전조사,30.85,진행중,638
E00039000037,서초구 서초동 역세권 청년주택 신축공사 착공후지하안전조사 용역,24.62,진행중,639
E00080000080,동대문구 휘경동 역세권 청년주택 신축공사,22.05,진행중,640
E00096000056,안양동 주상복합 착공 후 지하안전평가,27.14,진행중,641
E00185000005,서울 동남권지역 전기공급시설 전력구공사(동서울#2-강남1차) 사후지하안전영향조사,80.20,진행중,642
E10148000001,국도77호선 원청사거리 교차로 개선공사 착공후지하안전조사용역,12.70,진행중,643
E00080000081,신림 주상복합 신축공사 착공후 지하 안전 조사 용역,24.06,진행중,644
E10104000029,천안 성정동 209-1 일원 주상복합 신축공사 착공후지하안전조사,20.56,진행중,645
E00130000029,서울도시철도7호선 청라국제도시연장선 건설공사 사후지하안전영향조사용역,75.99,진행중,646
E10008000030,양동지구 도시정비형 재개발구역 사회복지시설/임대주택 신축공사 사후지하안전영향조사 수행용역,28.74,진행중,647
E00102000179,충북 제천시 장락동 세영리첼아파트 신축공사 중 착공후지하안전조사 용역,26.06,진행중,648
E00133000098,시흥장현 업무시설용지 10블럭 업무시설 신축공사 착공후지하안전조사,38.76,진행중,649
E10132000013,"대치동 OO빌딩(대치동 913-12,13) 신축공사",26.61,진행중,650
E00139000052,"고양지축 C1-4-1,2 근생 및 업무시설 신축공사",22.48,진행중,651
E00139000053,고양지축 C1-4-3 근생 및 업무시설 신축공사,22.48,진행중,652
E00102000180,서초동 1603 주거복합 신축공사 중  착공후지하안전조사 용역,30.74,진행중,653
E00163000036,동두천 민간임대아파트 신축공사 사후지하안전영향조사,27.68,진행중,654
E00009000031,신안산선 복선전철 사후지하안전영향조사 용역,35.00,진행중,655
E00186000040,방이동 50-1 H타워 신축공사 사후지하안전영향조사,23.00,진행중,656
E00043000061,마곡R&D센터 (지식산업센타)신축공사 착공후 지하안전조사 용역,24.95,진행중,657
E00166000009,서산지역 전기공급시설 전력구공사(서산~성연),44.30,진행중,658
E10170000001,대구 북구-서구지역 전력구공사(팔달-서침산 2차)착공후 지하안전조사용역,9.88,진행중,659
E00047000146,서초동 1584-7번지 외 4필지 오피스텔 신축공사,33.68,진행중,660
E00047000147,울산 울주군 신화리 주상복합 신축사업 토목 관련 용역,30.73,진행중,661
E00047000148,더강남832PFV 오피스텔 개발사업,40.67,진행중,662
E00210000035,인천광역시 서구 청라동 6-2번지 오피스텔 신축공사 중 사후 지하안전조사 용역,33.50,진행중,663
E00035000082,영등포구 대림동 986-4번지외 역세권청년주택 개발사업,29.22,진행중,664
E00163000037,154kV 지중송전설비 건설공사 착공후지하안전조사 용역,71.39,진행중,665
E00063000106,구로동 636-89 지식산업센터 신축공사 착공후지하안전조사용역,26.05,진행중,666
E00133000104,금천구 가산동 371-36 개발사업,28.37,진행중,667
E00066000188,검단신도시 101 역세권 개발사업 C1 블록,33.80,진행중,668
E00010000072,송도동 94-3번지 송도 센트럴비즈 한라 신축공사,30.00,진행중,669
E10097000060,대구 신천동 주상복합 신축공사 착공후지하안전조사,28.85,진행중,670
E10128000026,강릉시 교동 637-1 공동주택 신축공사 착공후지하안전조사용역,25.55,진행중,671
E10086000047,지하철 승강편의시설 설치 토목건축공사(C-4 공구) 사후지하안전영향 조사 용역,8.94,진행중,672
E00055000128,양양 전진리 7-30 ,27.73,진행중,673
E00188000016,신내-중계 전력구공사 사후지하안전영향조사 용역,23.05,진행중,674
E00047000152,KB 국민은행 가양역지점 신규합숙소 착공후지하안전조사 기술용역 계약,31.16,진행중,675
E00086000013,PEACH PFV Data Center 신축공사 착공후 지하안전조사 용역,28.52,진행중,676
E10086000048,송파구 방이동 34-1번지 신축공사 착공후지하안전조사,23.56,진행중,677
E00164000049,서초동 1303-34번지 개발사업 착공후지하안전조사 용역,31.29,진행중,678
E00023000100,울산광역시 동구 전하동 주상복합 신축공사,25.80,진행중,679
E00084000034,청주시 오창읍 주거복합시설 신축공사,32.30,진행중,680
E00022000121,숭인동 주상복합 신축공사(숭인동 200-16),29.68,진행중,681
E10133000001,8호선 복정역 승강편의시설 설치공사(54공구) 착공후지하안전조사,11.32,진행중,682
E00080000082,노원구 상계동 1049-71번지 신축공사,23.56,진행중,683
E00080000083,강북구 수유동 역세권 청년주택 신축공사,24.15,진행중,684
E00047000155,서울시 을지로3가 6지구 도시환경정비사업,32.90,진행중,685
E00055000129,마곡 MICE 복합단지 특별계획구역 건설사업 CP3-1,30.68,진행중,686
E00218000057,포항시 학산근린공원 공동주택 신축공사,36.00,진행중,687
E00055000130,양주시 광사동 652-5 오피스텔 신축공사 착공후 지하안전조사용역,27.88,진행중,688
E00055000131,서울시 중랑구 묵동 165 역세권 청년주택 신축공사 착공후지하안전조사,35.82,진행중,689
E00131000087,서계동 역세권청년주택 신축공사 착공 후 지하안전평가 및 물리탐사,25.86,진행중,690
E00134000132,마륵근린공원 개발행위 특례사업 중 사후지하안전영향조사,24.21,진행중,691
E10000000009,청주 매봉근린공원 중로2-571호선 개설공사 착공후지하안전조사,19.86,진행중,692
E00055000134,서초구 서초동 1593-1 오피스텔 신축공사 착공후지하안전조사 용역,33.01,진행중,693
E10086000049,영등포구 영등포동 4가 79 신축공사 착공후지하안전조사,23.42,진행중,694
E00189000022,이천시 모가면 신갈리 물류센터 신축공사 착공후지하안전조사,24.07,진행중,695
E00098000064,우방범어타운2차 주택재건축정비사업 착공후지하안전조사 용역,20.70,진행중,696
E00114000035,서울시 성동구 성수동2가 273-55 착공후지하안전조사,29.75,진행중,697
E00036000046,상도동 역세권 공공임대주택 건립 신축공사 착공후 지하안전조사 용역,26.66,진행중,698
E00080000086,성북구 하월곡동 역세권 청년주택 신축공사,27.90,진행중,699
E00080000087,"용산구 한남동 736-2, 3 신축공사",28.45,진행중,700
E00096000061,평택시 평택동 45-1 주거복합 신축공사,22.96,진행중,701
E00060000083,원효로3가 1-159번지 일원 역세권 청년주택 신축공사,28.06,진행중,702
E00055000135,상화로 입체화 사업 사후지하안전영향조사,46.50,진행중,703
E00247000056,당산동5가 9-13 당산2차 지식산업센터 신축공사,29.80,진행중,704
E10012000016,도시철도1호선 서부정류장역 출입구 개선공사 사후지하안전영향조사 용역,14.00,진행중,705
E10174000001,광주광역시 동구 금남로5가 생활형숙박시설 신축공사,30.51,진행중,706
E10051000016,"시흥, 안산지역 전기공급시설 전력구공사(광석분기) 사후지하안전영향조사",77.57,진행중,707
E00056000025,평택시 장당지구 2BL 복합시설 신축공사 사후지하안전영향조사,30.00,진행중,708
E00066000194,대구 중구 도원동 주상복합 신축공사,26.20,진행중,709
E10013000018,당하~오일간 도로확포장공사(봉정터널) 착공 후 지하안전조사 용역,19.87,진행중,710
E00098000065,"대전 둔산동 1380-2, 5 오피스텔 개발사업 사후지하안전영향조사 용역",38.41,진행중,711
E00055000137,유엔사부지 복합개발 사업 착공후지하안전조사 용역,43.66,진행중,712
E00047000164,서울특별시 서초구 잠원동 28-6번지 외 3필지 신축공사,38.75,진행중,713
E00017000103,사천 예수화전지구 공공지원민간임대주택 공급촉진지구 조성사업 착공후지하안전조사,40.01,진행중,714
E10091000032, 왕길사거리 지하차도 설치공사 구간 내 간섭 열수송관 이설공사(2차) 착공후지하안전조사서,10.08,진행중,715
E00098000066,"동탄~인덕원 제1공구 및 월곶~판교 제8공구, 동탄~인덕원 제9공구 사후지하안전영향조사용역",46.00,진행중,716
E00098000067,"동탄~인덕원 제1공구 및 월곶~판교 제8공구, 동탄~인덕원 제9공구 사후지하안전영향조사용역",51.97,진행중,717
E00080000088,미아역세권 활성화사업 신축공사 194-2번지(A),20.61,진행중,718
E00196000013,위례154kV 성남T/L 지장송전선로 이설공사 사후지하안전영향조사용역,45.60,진행중,719
E00243000099,서울도시철도 9호선 4단계 연장사업 1공구 건설공사,45.56,진행중,720
E00133000108,이태원111 복합문화시설 착공후지하안전조사,27.10,진행중,721
E10116000008,마포구 신수동 지역주택조합아파트(역세권 SHIFT)건설사업,23.30,진행중,722
E00198000045,"강남구 도곡동 177-2,174-15 신축공사 중 착공후지하안전조사 용역",27.64,진행중,723
E00243000100,서울도시철도 9호선 4단계 연장사업 2공구 건설공사,45.56,진행중,724
E00243000101,서울도시철도 9호선 4단계 연장사업 3공구 건설공사,45.56,진행중,725
E10097000063,내손다지구 터널공사 착공후지하안전조사,38.81,진행중,726
E00043000069,전주시 금암동 523-104 주상복합 신축공사 착공후 지하안전조사,21.73,진행중,727
E00150000037,가야동 공동주택(197-3번지일원) 신축공사 착공후지하안전조사 용역,21.25,진행중,728
E00010000077,충남 천안시 서북구 불당동 1478번지 업무복합시설 신축공사,40.90,진행중,729
E00150000038,해운대 우동 638-1번지 복합시설 신축공사 착공후지하안전조사,23.90,진행중,730
E00001000080,청주고속터미널 복합개발 신축공사 착공 후 지하안전조사,40.65,진행중,731
E10120000014,천호 DS356 주거복합 신축공사 착공후지하안전조사 용역,26.96,진행중,732
E00068000010,광주지역 전기공급시설 전력구공사(계림-일곡) 2차 사후지하안전영향조사용역,45.55,진행중,733
E00022000123,삼성동 168-16번지 업무시설 신축공사,27.06,진행중,734
E00062000056,과천지식정보타운 1-A-3 블록 신축공사,24.33,진행중,735
E00223000022,서울지역본부 사옥 신축 착공후지하안전조사,22.70,진행중,736
E00080000089,미아역세권 활성화사업 신축공사 195번지(B) 착공후지하안전조사,26.80,진행중,737
E00080000090,중랑구 묵동 8 역세권 청년주택 신축공사,22.79,진행중,738
E00039000041,용산구 갈월동(98-6일원) 역세권 청년주택 신축공사 착공후지하안전조사 용역,28.76,진행중,739
E10006000048,DB 손해보험 부산사옥 신축공사 사후지하안전영향평가,36.95,진행중,740
E00030000051,마포병원 신축공사중 착공후 지하안전조사용역,27.24,진행중,741
E00098000068,대전 중구 유천동 주상복합 신축공사 착공후지하안전조사,23.95,진행중,742
E00106000061,"세종지사 5,6생활권 열수송관공사(금강) 착공후지하안전조",16.70,진행중,743
E00247000058,송파구 가락동 99번지 오피스텔 신축공사,40.56,진행중,744
E00086000014,고양 삼송 데이터센터 신축공사 착공후 지하안전조사 용역  ,32.76,진행중,745
E00065000062,동작구 상도동 23-42번지 일원 상도역세권 공공임대 주택사업,24.31,진행중,746
E00121000071,개봉동 144-5번지 지식산업센터 신축공사,23.36,진행중,747
E00150000041,서면4차 봄여름가을겨울 착공 후 지하안전조사 용역,24.80,진행중,748
E10085000029,케이씨 환경 열수송관 신축공사,24.00,진행중,749
E00248000032,성수동2가 278-52 업무시설 개발사업 착공후지하안전조사,31.02,진행중,750
E00130000035,"용인 반도체 클러스터 일반산업단지 용수공급시설 (공업,생활용수) 착공후지하안전조사 용역",17.50,진행중,751
E00022000125,경기도 부천시 상동 531-6번지 오피스텔 신축공사,25.70,진행중,752
E00022000126,성수동 지식산업센터 신축공사,23.15,진행중,753
E10132000016,상봉역 역세권 청년주택 신축공사 착공후지하안전조사,26.36,진행중,754
E00038000133,동북선 도시철도 착공후지하안전조사,56.10,진행중,755
E00167000012,사천 빗물펌프장 유입관로 신설공사 착공후 지하안전조사 용역,15.27,진행중,756
E10073000004,광양바이오매스발전소 착공 후 지하안전조사 용역,24.01,진행중,757
E10138000007,하남시 미사지구(중상15 C1-1)오피스텔 신축공사,28.84,진행중,758
E00027000060,수색·DMC역 특별계획구역10 주거복합 신축공사,23.66,진행중,759
E00063000116,삼성동 158-1 복합시설 신축공사 착공후지하안전조사용역,33.66,진행중,760
E00080000092,원주시 반곡동 1507-1번지 일원 공동주택 신축공사,22.83,진행중,761
E00102000197,성빈센트 드 뽈 자비의 수녀회 업무시설 신축공사,25.07,진행중,762
E00042000065,과천지식정보타운 11-3BL 신축공사 착공후지하안전조사,28.64,진행중,763
E00022000128,성수동 280-11 지식산업센터 신축공사,22.01,진행중,764
E00017000108,노량진동 19-6외 6필지 역세권 청년주택 신축공사 착공후지하안전조사,34.11,진행중,765
E00139000054,신청주분기 전력구공사 착공후 지하안전영향평가 월간보고서 작성용역,66.00,진행중,766
E00062000058,영등포구 여의도동 14-23 오피스텔 신축공사 착공후지하안전조사,32.56,진행중,767
E00223000024,서울 노원지역 전기공급시설 전력구공사(금오-상계-노원) 착공후지하안전조사용역,49.67,진행중,768
E00062000059,종전부동산 고색2지구 도시계획시설사업 지구외 우수관로 공사 착공후지하안전조사서,6.69,진행중,769
E10131000010,7호선 고속터미널역 승강편의시설 설치공사(57공구)착공후지하안전조사 용역,28.00,진행중,770
E10128000034,"신사동 514-18,19,20번지 신축공사 지하안전평가 용역 / 신사동 514-23번지 신축공사",33.84,진행중,771
E10122000007,대륭포스트타워9차 착공후 지하안전조사 용역,24.06,진행중,772
E00190000099,"부산 강서지역 전기공급시설 전력구공사(에코-순아, 신강서- 에코)",60.28,진행중,773
E00047000171,의정부 금오동 터미널부지내 공동주택 신축공사,21.21,진행중,774
E00134000151,신안 압해-해남 화원 도로건설공사(1공구) 착공 후 지하안전조사,68.92,진행중,775
E00190000100,부산 강서지역 전기공급시설 전력구공사 착공후지하안전조사(신강서분기),97.32,진행중,776
E00131000091,인천 서구 원당동 810-10번지 외 공동주택 신축공사,25.67,진행중,777
E00056000029,"양주지역 전기공급시설 전력구 공사(회천분기, 회천S/S배전인출) 사후지하안전영향조사용역",30.27,진행중,778
E00044000057,을지로3가 제12지구 도시환경정비사업 착공후 지하안전조사,36.86,진행중,779
E00102000201,울산지중배관 2단계 설치공사(3공구) 착공 후 지하안전조사,9.10,진행중,780
E00102000202,"강남구 신사동561-37,38복합시설 신축공사 중 착공후지하안전조사 용역",25.74,진행중,781
E10114000007,정자동 23-2번지 업무시설 신축공사,25.41,진행중,782
E00188000018,신풍역 연결통로 설계 및 지하안전평가 용역,12.80,진행중,783
E00200000057,동탄~고덕 연계 열수송관공사(경부고속도로 구간) 착공후지하안전조사 용역,8.75,진행중,784
E00066000205,마곡 D18-B 지식산업센터 신축공사,21.01,진행중,785
E10092000022,홍익동 청년주택 오피스텔 신축공사 착공후지하안전조사,24.01,진행중,786
E00017000109,성수동 1가 27-4 에프콧 성수 복합시설 신축공사 착공후지하안전조사 용역,32.65,진행중,787
E10076000011,회야계통 송수관로 복선화사업(상개삼거리~명촌교 북단) 착공 후 지하안전조사 용역,7.20,진행중,788
E00169000007,서울 성동구 성수동2가 269-62번지 지식산업센터 신축공사 착공후지하안전조사,25.28,진행중,789
E00047000173,강동구 길동 415-9번지 복합개발사업,27.94,진행중,790
E10120000019,남양주진접2 공공주택지구 우수암거 비개착공사 착공후지하안전조사용역,4.47,진행중,791
E00024000041,도선동 청년안심주택 신축공사,31.75,진행중,792
E00134000154,광주광역시 중앙근린공원(2지구) 개발행위 특례사업(비공원시설) 공동주택 신축공사 착공후지하안전조사,29.92,진행중,793
E10085000032,월곡 복합체육센터 신축공사,20.07,진행중,794
E00165000022,P5 Ph1 정수장 착공후지하안전조사 용역,27.00,진행중,795
E00165000023,P5 Ph1 방류공동구 착공후지하안전조사용역,13.75,진행중,796
E00084000039,청주 북이산업단지 조성사업 착공후지하안전영향조사 용역,9.13,진행중,797
E00022000133,서울시 강남구 역삼동 831-48일원 업무시설 신축공사,29.10,진행중,798
E00066000210,검단신도시 101 역세권 개발사업 C9-1 블록,39.22,진행중,799
E00066000211,검단신도시 101 역세권 개발사업 C9-2 블록,39.41,진행중,800
E00066000212,인천청라 국제금융단지 B5-1-2블록 업무시설 신축공사,24.96,진행중,801
E10132000020,여의도동 15-11번지 오피스텔 신축공사,29.60,진행중,802
E00060000089,이천시 안흥동 3BL 주상복합 신축공사,26.43,진행중,803
E00030000054,박달 하이테크 지산센터 신축공사 중 착공후 지하안전조사 용역,22.76,진행중,804
E00243000107,"서울특별시 중구 오장동 90-5, 90-18번지 착공후지하안전조사",24.40,진행중,805
E00062000061,삼정지구 배수개선사업 ,7.50,진행중,806
E00218000067,에코델타시티(EDC) 평강천 횡단 추진공사,13.80,진행중,807
E10144000001,구미 천연가스발전소 가스공급설비 착공후 지하안전조사서,40.86,진행중,808
E00062000063,이태원 복합시설 개발사업(126-2번지 외2필지),33.61,진행중,809
E00017000110,금천구 시흥동 103-3번지 역세권 청년주택 신축공사 착공후지하안전조사 용역,23.46,진행중,810
E10056000029,서울특별시 용산구 서빙고동 4-11번지 외 12필지 공동주택 신축공사,22.91,진행중,811
E10013000022,성수동2가 279번지 업무시설 신축공사 착공후 지하안전조사 용역,27.41,진행중,812
E00126000082,영등포구 여의도동 25-11 복합시설 신축공사,36.69,진행중,813
E10159000005,노량진 청년주택 신축공사 착공후지하안전조,22.06,진행중,814
E00218000070,울산 남구 신정동 주상복합 신축공사,27.45,진행중,815
E10112000010,침산산격지구 풍수해생활권 정비사업 착공후 지하안전조사용역,14.07,진행중,816
E00190000101,중랑구 상봉동 116-49번지 일원 2030 청년주택 신축공사,24.06,진행중,817
E00127000024,여의도 오피스텔(임대주택)개발사업 착공후지하안전조사,30.11,진행중,818
E00134000158,황금동 851-13 주거복합 신축공사 착공후지하안전조사,23.80,진행중,819
E00243000108,여주시 산북면 상품리 413-9 물류센터 신축공사,43.81,진행중,820
E00036000049,청라국제도시 C18블록 복합시설 신축공사 착공후 지하안전조사,26.82,진행중,821
E00078000009,착공후지하안전영향조사 용역(KT광화문 WEST빌딩 지하연결통로 설치공사),12.33,진행중,822
E00060000091,춘천시 약사동 주상복합 신축공사,32.13,진행중,823
E00247000062,성수동2가 278-3번지 외 2필지 업무시설 신축공사,28.03,진행중,824
E00042000069,방배동 역세권 청년주택 신축공사 착공후지하안전조사,28.24,진행중,825
E00022000138,부산광역시 동구 범일동 주거복합 신축공사,24.15,진행중,826
E00133000112,구로동 188-5 업무시설 신축공사,34.81,진행중,827
E10182000002,제주시 연동 261-37번지 외 5필지 주상복합 신축공사 착공후지하안전조사,20.86,진행중,828
E00143000058,삼성동 58-1번지 신축공사,22.27,진행중,829
E00141000047,5호선까치산역승강편의시설설치공사(64공구-토목),32.85,진행중,830
E00141000048,서초동 1310-15번지 업무시설 및 근린생활시설 개발사업 착공후 지하안전조사 용역,25.39,진행중,831
E00133000114,광교C6블럭 주상복합 개발계획 지하연결통로,23.19,진행중,832
E00130000042,평택~오송 2복선화 건설공사 착공후지하안전조사용역,110.96,진행중,833
E00044000063,KB국민은행 개포동 업무시설 신축공사 착공후지하안전조사,33.82,진행중,834
E10176000001,아산-탕정지역 전기공급시설 전력구공사(신탕정-탕정#3),18.61,진행중,835
E00063000124,청담동 62-37 근린생활시설 신축공사 착공후지하안전조사용역,33.90,진행중,836
E00084000040,음성지역 전기공급시설 전력구공사(금왕-성본) 사후 지하안전영향조사 용역,14.87,진행중,837
E00055000149,춘천~속초 철도건설 제1공구(T/K) 착공후지하안전조사용역(제1차),51.93,진행중,838
E00068000011,광양-여수T/P 지중화 전력구공사 사후지하안전영향조사용역,14.36,진행중,839
E00134000164,포항시 상생근린공원 민간공원조성 특례사업 공동주택 신축공사(1블럭) 착공후지하안전조사,25.81,진행중,840
E00134000165,포항시 상생근린공원 민간공원조성 특례사업 공동주택 신축공사(2블럭) 착공후지하안전조사,28.66,진행중,841
E00096000064,한국건강관리협회 인천지부 신청사 건립 설계용역,25.47,진행중,842
E00134000166,아산 탕정지구 A-3BL 공동주택 신축공사 착공후지하안전조사,23.04,진행중,843
E00134000167,송도 국제업무지구 B2BL 주상복합 신축공사 중 사후 지하안전영향조사,25.28,진행중,844
E10056000030,서울 용산구 갈월동 98-11 한국일보 용산사옥 신축공사 착공후지하안전조사,43.54,진행중,845
E10174000004,중앙공원(1지구-1BL) 비공원시설 공동주택 신축공사,28.66,진행중,846
E10097000071,평택호 횡단도로 건설공사(1-1공구) 착공후 지하안전조사 용역,10.23,진행중,847
E00247000064,청담동 79-14 근린생활시설 신축공사,25.82,진행중,848
E00102000210,제주시 연동 274-12외4필지 주거복합 신축공사 착공후지하안전조사,25.01,진행중,849
E00038000134,대구 동문동 임대주택 1단지 착공후지하안전조사,24.78,진행중,850
E00023000109,남서울교회 교육관 신축공사,25.25,진행중,851
E00063000126,연신내구역 도시정비형 재개발사업 착공후지하안전조사용역,38.55,진행중,852
E00060000095,성내5 재정비촉진지구 복합개발계획 공영주차장 연결통로(비개착),10.30,진행중,853
E10128000041,서울시 강남구 삼성동 90-25번지 일원 공동주택 신축공사,28.60,진행중,854
E10051000022,평택기지~오산 제1공구 천연가스 공급시설 건설공사 착공후 지하안전조사 용역(남양호구간),25.00,진행중,855
E10051000023,평택기지~오산 제1공구 천연가스 공급시설 건설공사 착공후 지하안전조사 용역(발안천구간),16.00,진행중,856
E00163000044,대전 하수처리장 시설현대화 민간투자사업 착공후지하안전조사 용역,39.81,진행중,857
E00176000031,익산시 중앙동 주상복합 착공후지하안전조사 용역,25.36,진행중,858
E00080000098,"서초구 서초동 1676-4,5번지 신축공사",27.32,진행중,859
E10143000006,울산시 야음동 830-1번지 일원 복합건물 신축공사 착공후지하안전조사서,24.91,진행중,860
E10143000007,울산시 야음동 829-20번지 일원 복합건물 신축공사 착공후지하안전조사서,27.51,진행중,861
E10104000042,지방도 358호선(김포~관산간) 파주구간 개설사업 착공후지하안전조사,28.30,진행중,862
E00164000059,ITS 세계총회 대회의장 신축공사 전 부지정지 계획 착공 후 지하안전조사 용역,27.00,진행중,863
E00106000065,"세종지사 5,6생활권 열수송관공사 착공후(사후)지하안전조사(미호강)",17.75,진행중,864
E00062000069,경남 김해시 삼계동 공동주택 신축공사 착공후지하안전조사,32.36,진행중,865
E10112000011,제5기지 송출배관 3공구(평택LT~오산) 건설공사 중 황구지천 세미쉴드 구간 착공후 지하안전조사,19.60,진행중,866
E10013000024,"강릉~제진 철도건설 제1,2,4,9공구(TK) 착공후지하안전조사용역",72.36,진행중,867
E00133000120,서울시 구로구 구로동 646-6번지 외 3필지 지식산업센터 신축공사,25.43,진행중,868
E00126000089,잠실종합운동장 주경기장 리모델링사업,21.46,진행중,869
E00036000050,중구 순화동 공동주택 신축공사 사후 지하안전영향평가 용역,34.02,진행중,870
E00062000070,송파구 잠실동 184-11 업무시설 신축공사 착공후지하안전조사,24.21,진행중,871
E10115000025,수원시 우만동 436번지 일원 주상복합 신축공사,25.51,진행중,872
E10191000001,시흥시 월곶동 오피스텔 신축공사 착공후지하안전조사,36.01,진행중,873
E00127000027,여의도 오피스텔(임대주택)개발사업 착공후지하안전조사,29.46,진행중,874
