saupNo,saupNm,saupClass,groupCd,groupNm,zipNo,addr,staPlanYmd,endPlanYmd,constCost,maxDigDepth,digCapacity,digArea,devCorpNm,proStage,no
20210209,금천구 가산동60-9번지 지식산업센터 신축공사,건축물의 건축,F03200,아스크 주식회사,08514,"서울특별시 금천구 디지털로10길 35, 일대 (가산동)",20211201,20240630,281200.00,19.95,0.00,0.00,,제출완료,1
20210210,하남미사 지식산업센터 신축공사,도시개발,F03179,선우실업주식회사,12939,"경기도 하남시 미사강변중앙로7번길, 풍산동 599일원 (풍산동)",20210701,20230701,35000.00,22.06,0.00,0.00,,정보수정중,1
20210211,오산세교 도시지원시설 자족4블럭 개발계획,건축물의 건축,F03181,올가개발주식회사,18112,경기도 오산시 경기대로761번길 36 (세교동),20210901,20231130,110000.00,17.36,0.00,0.00,올가개발주식회사,제출완료,1
20210212,강원도 양양군 조산리 생활숙박시설 신축공사,건축물의 건축,F03175,(주)센트로시티,25015,강원도 양양군 양양읍 해맞이길 90,20210401,20240301,42000.00,19.75,0.00,0.00,,제출완료,1
20210213,성북구 정릉골 주택재개발 정비사업 아파트 신축공사,건축물의 건축,F03184,정릉골구역주택재개발정비사업조합,02705,"서울특별시 성북구 솔샘로15가길 50-4, 일원 (정릉동)",20230401,20281231,676500.00,24.26,0.00,0.00,,제출완료,1
20210214,"경기도 광주시 태전7지구 E3-10,11블록 근린생활시설 신축공사",건축물의 건축,F03202,(주)대현산업개발,12789,"경기도 광주시 태전동2길 42, 태전7지구 E3-10,11블럭(경기도 광주시 태전동 122번지) (태전동)",20210501,20221130,24000.00,17.96,0.00,0.00,,제출완료,1
20210215,동대문구 전농동 620-15번지 일원 오피스텔 신축공사,도시개발,F02811,(주)에스엘건설,37194,"경상북도 상주시 왕산로 186-1, 동대문구 전농동 620-15 일원 (성동동)",20210101,20230331,38322.00,30.68,0.00,0.00,,제출완료,1
20210216,대구광역시 달서구 본동 743번지 주상복합 신축공사,건축물의 건축,F02189,주식회사 엠에스산업개발,42729,대구 광역시 달서구 구마로 14 길 13 (본동),20210430,20250630,307300.00,27.67,0.00,0.00,,제출완료,1
20210217,방배동 역세권 청년주택 개발사업,도시개발,F03194,이강재,06672,서울특별시 서초구 방배로 143 (방배동),20211001,20240930,25000.00,19.29,0.00,0.00,,제출완료,1
20210218,김포 풍무2지구 오피스텔 신축공사,건축물의 건축,F07070,주식회사 풍무블루스카이,10113,"경기도 김포시 풍무로 128, 풍무동 52-20 (풍무동)",20210802,20231229,66800.00,25.42,0.00,0.00,,제출완료,1
20210219,문현동 지역주택조합 공동주택  신축공사,건축물의 건축,F03197,문현제일지역주택조합,48465,"부산광역시 남구 지게골로 108, 295-1번지 일원 (문현동)",20210506,20240329,123000.00,16.71,0.00,0.00,,정보수정중,1
20210220,(재협의)고양 향동지구 상업5-1블럭 복합시설 신축공사,건축물의 건축,F01988,대신개발 주식회사,10545,"경기도 고양시 덕양구 꽃마을로 27, 향동지구 상업5-1블럭 (향동동)",20200301,20220430,27000.00,25.38,0.00,0.00,대신개발 주식회사,제출완료,1
20210221,(재협의)고양 향동지구 상업7-1블럭 복합시설 신축공사,건축물의 건축,F01988,대신개발 주식회사,10545,"경기도 고양시 덕양구 꽃마을로 27, 향동지구 상업7-1블럭 (향동동)",20200301,20220430,22000.00,28.47,0.00,0.00,대신개발 주식회사,제출완료,1
20210222,안양시 호계동 1029-4 지식산업센터 신축공사,건축물의 건축,F03201,김은희,14119,경기도 안양시 동안구 엘에스로91번길 19 (호계동),20210801,20221130,18500.00,14.56,0.00,0.00,,제출완료,1
20210223,여수 봉산동 생활형숙박시설 신축공사,건축물의 건축,F03195,주식회사 에이치피디앤씨,59763,전라남도 여수시 봉산남8길 11 (봉산동),20210601,20230630,6780.00,17.71,0.00,0.00,,제출완료,1
20210224,강릉 교동7공원 민간공원조성 특례사업 공동주택 신축공사,건축물의 건축,F03205,주식회사 교동파크홀딩스,25501,"강원도 강릉시 원대로62번길 10, 교동 1018-1번지 일원 (교동)",20210401,20240229,494200.00,33.76,0.00,0.00,,제출완료,1
20210225,강서구 가양동 449-12 지식산업센터 신축공사,건축물의 건축,F03113,신양산소공업(주),07532,서울특별시 강서구 양천로 543 (가양동),20210503,20230630,40000.00,21.30,0.00,0.00,신양산소공업(주),제출완료,1
20210226,포항 용흥4구역 주택재개발정비사업,건축물의 건축,F03188,용흥4구역주택재개발정비사업조합,37649,경상북도 포항시 북구 우미길 8-1 (용흥동),20220701,20260201,244600.00,16.71,0.00,0.00,용흥4구역주택개재발정비사업조합,제출완료,1
20210227,청주지역 전기공급시설 전력구공사(신청주분기),에너지개발,F01053,한국전력공사 중부건설본부,28356,충청북도 청주시 흥덕구 평동로 26 (외북동),20210101,20210127,115100.00,66.00,2719.00,0.00,한국전력공사 중부건설본부,제출완료,1
20210228,화성동탄2지구 A58블록 공동주택 신축공사,도시개발,F03208,(주)바우하우스,18465,경기도 화성시 신동 산 167,20210601,20230731,603000.00,15.50,0.00,0.00,㈜바우하우스,제출완료,1
20210229,인천광역시 서구 가정동 305-2번지 루원시티 근린생활시설 신축공사,건축물의 건축,F03192,주식회사 웨스턴팔오,22883,인천광역시 서구 가정동 182번지 일원 (가정동),20210501,20220731,12000.00,19.43,0.00,0.00,,제출완료,1
20210230,양산사송 지구외도로 노포삼거리 평면 확장공사,도로건설,F03161,한국토지주택공사,46201,"부산광역시 금정구 청룡로 2, 78-3번지 (청룡동)",20200901,20210831,6500.00,12.45,0.00,0.00,,제출완료,1
20210231,흥덕청소년문화의집 및 기흥국민체육센터건립사업,체육시설 설치,F01750,용인시청,16953,경기도 용인시 기흥구 영덕동 1209,20210601,20221231,2500.00,14.37,0.00,0.00,,제출완료,1
20210232,안성 산정지구 물류센터 신축공사 소규모지하안전영향평가,건축물의 건축,F03168,이지스아레나스케이엘아이피1의2사모부동산모투자회사,17501,경기도 안성시 양성면 산정리 143외 16필지,20210801,20230801,140000.00,17.52,0.00,0.00,,제출완료,1
20210233,고양지축지구 상업C1-1-1 근생 신축공사,도시개발,F03046,주식회사 채움개발,10580,"경기도 고양시 덕양구 북한산로 647-1, 지축지구 상업C1-1-1블럭 (지축동)",20210901,20221001,8700.00,15.54,0.00,0.00,,제출완료,1
20210234,우주빌라 소규모 재건축사업,건축물의 건축,F03212,우주빌라소규모재건축사업조합,63132,"제주특별자치도 제주시 연동4길 12-11, 연동, 우주빌라 (연동, 우주빌라)",20210930,20230731,3583.00,14.65,0.00,0.00,,제출완료,1
20210235,풍무2지구 환지부지 업무시설 신축사업,건축물의 건축,F03207,일성건설(주),10113,경기도 김포시 풍무2지구 5BL-1LOT,20210701,20231231,37000.00,18.78,0.00,0.00,,제출완료,1
20210236,더 게이트 센텀 복합시설 신축공사,건축물의 건축,F03213,(주)신세기건설,48060,부산광역시 해운대구 센텀1로 28 (우동),20211004,20260504,140000.00,36.60,0.00,0.00,(주)신세기건설,제출완료,1
20210237,시흥장현지구 업무 5블럭 업무시설 신축공사,도시개발,F03211,(주)퍼스트엠앤디,14998,"경기도 시흥시 시청로 20, 장현로 300 (장현동)",20210802,20230602,30000.00,19.40,0.00,0.00,(주)퍼스트엠앤디,제출완료,1
20210238,고려아연(주) 온산제련소 폐기물처리시설 조성사업,폐기물처리시설 설치,F03204,고려아연(주)온산제련소,45009,"울산광역시 울주군 온산읍 화산로 110-34, 원산리 920번지",20211001,20230531,23220.00,36.82,0.00,0.00,,제출완료,1
20210239,운정지구 근린생활시설 신축공사,건축물의 건축,F02331,송림산업개발(주),10896,"경기도 파주시 소리천로 155, 와동동 1434, 1434-1 (와동동)",20210501,20220701,11000.00,14.05,0.00,0.00,,제출완료,1
20210240,제주시 연동 282-13번지 화인빌딩 신축공사,건축물의 건축,F03214,화인코리아주식회사,63124,제주특별자치도 제주시 연동9길 5 (연동),20210601,20220530,5000.00,13.00,0.00,0.00,,제출완료,1
20210241,"마포로1구역 제28,29지구 도시정비형 재개발사업",도시개발,F03215,한토플러스(주),04175,"서울특별시 마포구 마포대로4가길 14, 외 36필지 (마포동)",20210901,20231201,330000.00,40.90,0.00,0.00,,제출완료,1
20210242,고덕강일 유통판매 1BL 복합시설 신축공사,도시개발,F03189,제이케이미래강동피에프브이 주식회사,05203,서울특별시 강동구 고덕동 353-233일원,20210501,20240901,315600.00,32.52,0.00,0.00,제이케이미래강동피에프브이 주식회사,제출완료,1
20210243,이태원 근린생활시설 신축공사,건축물의 건축,F03220,에스피이태원이든전문투자형사모투자신탁제11호,04405,"서울특별시 용산구 이태원로 204, 외 4필지 (이태원동)",20210801,20230630,15000.00,35.05,0.00,0.00,,제출완료,1
20210244,분당선 야탑역외 6개역사 승강설비 설치 소규모 지하안전영향평가,철도(도시철도)건설,F02467,국가철도공단,06293,"서울특별시 강남구 남부순환로 지하 2814, 4번출구 (도곡동)",20221201,20230430,9411.00,14.40,0.00,0.00,,제출완료,1
20210245,(재협의)천안주공4단지 주택재건축 정비사업,도시개발,F00370,천안주공4단지주택재건축정비사업조합,31188,"충청남도 천안시 동남구 풍세로 933 (다가동, 주공4단지아파트)",20210301,20230630,238000.00,11.78,0.00,0.00,,정보수정중,1
20210246,순천지역 전기공급시설 전력구공사(광양-여수T/P),에너지개발,F03187,한국전력공사 중부건설본부,57948,전남 순천시 조례동 1848번지 일원 (조례동),20210830,20240229,26135.00,14.36,40.00,0.00,,제출완료,1
20210247,성수동2가 314-11번지 외 2필지 업무시설 및 판매시설 신축공사,건축물의 건축,F03221,성수피에프브이원 주식회사,04782,서울특별시 성동구 연무장7길 15 (성수동2가),20210901,20230831,139000.00,25.16,0.00,0.00,,제출완료,1
20210248,고양 향동지구 지원11 오피스텔 신축공사,건축물의 건축,F03219,주식회사 금하씨앤디,10546,"경기도 고양시 덕양구 향기로 112, 향동동 513 (향동동, 디엠씨하우스디엔에이치에프)",20210302,20230301,38000.00,19.95,0.00,0.00,주식회사 금하씨앤디,제출완료,1
20210249,전라남도 순천시 덕암동 000 공동주택 신축공사 ,건축물의 건축,F03223,지에이산업 주식회사,57991,"전라남도 순천시 덕암길 95-8, 45번지 일대 (덕암동)",20211001,20240229,38000.00,11.86,0.00,0.00,,제출완료,1
20210250,동대문구 답십리동 530-14 오피스텔 신축공사,건축물의 건축,F03218,(주)사람과미래(P&F),02604,"서울특별시 동대문구 황물로 150, 530-14번지 (답십리동)",20210701,20230630,35000.00,19.92,0.00,0.00,,제출완료,1
20210251,안양시 만안구 안양동 생활숙박시설,건축물의 건축,F03226,(주)그린씨티개발,14001,경기도 안양시 만안구 안양로 309 (안양동),20210401,20230930,42000.00,29.63,0.00,0.00,,제출완료,1
20210252,안산시 단원구 고잔동 541-4번지 신축공사,도시개발,F03198,주식회사 월드씨티,15361,경기도 안산시 단원구 중앙대로 915 (고잔동),20210501,20231031,60000.00,31.26,0.00,0.00,,제출완료,1
20210253,"고양지축지구 B1-3 1, 2LOT 오피스텔 신축공사",건축물의 건축,F03227,하나씨앤씨개발,10586,"경기도 고양시 덕양구 삼송로 300, 지축동 475-1 (지축동)",20210531,20221230,42000.00,19.85,0.00,0.00,,제출완료,1
20210254,용인시 수지구 고기동 47-2 일원 신축공사,건축물의 건축,F03224,주식회사 카카오스페이스,16801,"경기도 용인시 수지구 호수로96번길 15, 47-2 일원 (고기동)",20210802,20230831,70000.00,16.40,0.00,0.00,kakaospace,제출완료,1
20210255,도마변동6 재정비촉진구역 재개발정비사업,도시개발,F03228,도마변동6 재정비촉진구역 재개발정비사업조합,35331,"대전광역시 서구 도마12길 40, 일원 (도마동)",20221003,20250903,150700.00,13.49,0.00,0.00,,제출완료,1
20210256,2018 지하철 승강편의시설 설치 1차(신설동역),철도(도시철도)건설,F00476,서울교통공사,02582,서울특별시 동대문구 왕산로 지하 1 (신설동),20191201,20210831,1100.00,12.14,0.00,0.00,,제출완료,1
20210257,판교 제2테크노벨리 G1-1 부지 업무시설 신축공사 ,건축물의 건축,F03216,모트렉스(주),13453,경기도 성남시 수정구 금토동 410-85 (금토동),20210801,20231031,100000.00,23.33,0.00,0.00,,제출완료,1
20210258,7호선 가산디지털단지역 4번 출입구 확장공사,철도(도시철도)건설,F00476,서울교통공사,08510,서울특별시 금천구 벚꽃로 309 (가산동) 가산디지털단지역 4번출입구,20191001,20210401,4400.00,13.22,0.00,0.00,,제출완료,1
20210260,의정부 고산지구 2-4BL 법조타워 신축공사,건축물의 건축,F03230,주식회사 지지엠파트너스,11801,"경기도 의정부시 문충로 110, 고산동 475-1 (고산동)",20210801,20211130,19000.00,17.66,0.00,0.00,,제출완료,1
20210261,(재협의)서울 광진구 자양1재정비 촉진구역 개발사업,건축물의 건축,F00643,넥스트커넥트피에프브이(주),05050,서울특별시 광진구 아차산로 416 (자양동),20210302,20240531,1600000.00,37.50,0.00,0.00,,제출완료,1
20210262,대구 동구 신천동 주상복합 신축공사,건축물의 건축,F02119,한국자산신탁(주),41246,"대구 광역시 동구 효신로 11, 481-1번지 외16필지 (신천동)",20210701,20240930,322000.00,18.80,0.00,0.00,,제출완료,1
20210263,신흥2동 행정복지센터(성남시 수정구 수정남로 241번길3) 신축공사,건축물의 건축,F00234,성남시청,13261,"경기도 성남시 수정구 수정남로 243, 241번길 3(신흥동 840) (신흥동, 수정빌라)",20210701,20230701,11500.00,11.34,0.00,0.00,,제출완료,1
20210264,"인천검단지구 C11-4-2블록 근린생활시설, 업무시설 신축공사",건축물의 건축,F03209,"백경옥, 장재성",22626,인천광역시 서구 원당동 479-1번지,20210601,20220601,10000.00,19.48,0.00,0.00,,제출완료,1
20210265,삼성동 1-2 오피스텔 신축공사,건축물의 건축,F03094,어거스트 주식회사,06088,서울특별시 강남구 학동로56길 8 (삼성동),20210801,20230930,22800.00,25.96,0.00,0.00,,제출완료,1
