saupNo,saupNm,saupClass,groupCd,groupNm,zipNo,addr,staPlanYmd,endPlanYmd,constCost,maxDigDepth,digCapacity,digArea,devCorpNm,proStage,no
20210088,화도읍 묵현리 296-3 주상복합 신축공사,건축물의 건축,F03096,조은측량설계사무소,12168,"경기도 남양주시 화도읍 묵현로 11-33, 묵현리 296-3번지",20210701,20230201,16500.00,14.63,0.00,0.00,,제출완료,1
20210089,영등포동3가17외2필지 주상복합 신축공사,건축물의 건축,F00005,테스트(지하개발사업자),07302,서울특별시 영등포구 영등포로42길 9 (영등포동3가),20191201,20200701,3500.00,12.40,0.00,0.00,,제출완료,1
20210090,우동2 재개발정비구역 주거복합시설 신축공사,건축물의 건축,F03100,(주)아이브이신라,48063,"부산광역시 해운대구 해운대로391번길 30, 우2동 1074번지 일대 (우동)",20220531,20260331,600000.00,21.60,0.00,0.00,,제출완료,1
20210091,과천지식정보타운 4-1BL 지식산업센터 신축공사,도시개발,F03058,(주)광명전기,13840,경기도 과천시 갈현동 454-1 ,20210601,20230630,48100.00,19.98,0.00,0.00,,제출완료,1
20210092,부산진구 부암동 주거복합 신축공사,건축물의 건축,F03097,메디컬카운티지역주택조합,47195,"부산광역시 부산진구 가야대로727번길 8, 705-1번지 일원 (부암동)",20210701,20250501,333000.00,13.71,0.00,0.00,,제출완료,1
20210093,과천지식정보타운 4-2BL 지식산업센터 신축공사,도시개발,F03067,주식회사 목양자산관리,13840,경기도 과천시 갈현동 454-1,20210601,20230531,48000.00,19.98,0.00,0.00,,제출완료,1
20210094,과천지식정보타운 4-4BL 지식산업센터 신축공사,도시개발,F03087,금강공업(주),13840,경기도 과천시 갈현동 454-1 ,20210601,20230228,40000.00,19.98,0.00,0.00,,제출완료,1
20210095,중구 공평동 00주거복합 신축공사,도시개발,F03054,(주)창조이노베이션,41938,대구광역시 중구 공평동 58-1,20210601,20250501,250000.00,16.35,0.00,0.00,,제출완료,1
20210096,"대전시 유성구 도룡동 385-20 ,385-21번지 주상복합 신축공사",건축물의 건축,F03102,(주)엠디홀딩스,34121,"대전광역시 유성구 도룡동 385-20, 21번지",20210501,20221030,11520.00,19.14,0.00,0.00,,제출완료,1
20210097,당감동 복합 국민체육센터 건립공사,건축물의 건축,F03107,부산진구청,47180,"부산광역시 부산진구 당감로 17-1, 당감동 257-16번지 일원 (당감동)",20210401,20221231,16309.00,15.51,0.00,0.00,,제출완료,1
20210098,포항학잠1구역 주택재개발 정비사업,도시개발,F03111,학잠1구역 주택재개발,37692,경상북도 포항시 북구 양학로90번길 11-7 (학잠동),20211030,20240830,146000.00,14.00,0.00,0.00,,제출완료,1
20210099,가산디지털단지역 E/S 설치공사 ,건축물의 건축,F01977,서울교통공사,08510,"서울특별시 금천구 벚꽃로 309, 6번출구 (가산동)",20201130,20220430,2500.00,13.70,0.00,0.00,,제출완료,1
20210100,논현동 267-3 근린생활시설 신축공사 ,건축물의 건축,F00696,플레이스 1.0,06100,서울특별시 강남구 선릉로 637 (논현동),20180701,20191031,30000.00,19.80,0.00,0.00,,제출완료,1
20210103,GH 융복합센터(복합시설관) 소규모 지하안전 영향평가 용역,건축물의 건축,F00399,경기도시공사,16508,"경기도 수원시 영통구 도청로18번길 26, 이의동 265-1 (이의동)",20211001,20220930,58.00,19.44,0.00,0.00,경기주택도시공사,제출완료,1
20210104,동탄2신도시 업무 6-1 블럭 복합시설 신축공사,건축물의 건축,F01509,주식회사 재권,18479,"경기도 화성시 동탄감배산로 124-8, 오산동982-1  이너매스 여울숲 (오산동)",20190301,20210531,59000.00,25.86,0.00,0.00,,제출완료,1
20210105,대구광역시 북구 칠성동2가 321외 주상복합 신축공사,건축물의 건축,F03091,주식회사 메테우스칠성제1차,41580,"대구광역시 북구 중앙대로 506-3, 321 외 (칠성동2가)",20211001,20250228,417200.00,17.18,0.00,0.00,주식회사 메테우스칠성제1차,제출완료,1
20210106,회덕지역주택조합 공동주택 신축공사,건축물의 건축,F03047,회덕지역주택조합,34355,"대전광역시 대덕구 계족로 731, 일대 (읍내동)",20210301,20230228,183300.00,12.41,0.00,0.00,,제출완료,1
20210107,한누리 공영주차장 복합화사업,건축물의 건축,F03112,서울주택도시공사,07024,"서울특별시 동작구 남부순환로267길 6-1, 한누리 공영주차장 (사당동)",20210701,20230630,10500.00,11.92,0.00,0.00,,제출완료,1
20210108,"양주 회천 상업용지 E6-2-1,2BL 주상복합 신축공사",건축물의 건축,F03119,(주)유티파트너스,11444,경기도 양주시 덕계로 126 (덕계동),20210503,20230228,33250.00,19.94,0.00,0.00,,제출완료,1
20210109,서울시 마포구 서교동 363-5 신축공사,건축물의 건축,F03034,범서빌딩,04041,서교동 363-5 (서교동),20200401,20210531,3100.00,17.05,0.00,0.00,,제출완료,1
20210110,신촌동 주민센터 복합화사업,건축물의 건축,F03112,서울주택도시공사,03765,"서울특별시 서대문구 이화여대길 92-8, 신촌동 주민센터 일원 (대현동)",20210701,20230630,15800.00,13.76,0.00,0.00,,제출완료,1
20210111,서울 서초동 1316-3 오피스텔 신축공사,건축물의 건축,F03120,더유니콘,06616,서울특별시 서초구 서운로 162 (서초동),20210601,20240201,100000.00,28.71,0.00,0.00,,제출완료,1
20210112,송내 1-1구역 주택재건축정비사업 소규모 지하안전영향평가,도시개발,F03115,송내1-1구역 주택재건축정비사업조합,14730,"경기도 부천시 송내대로30번길 82, 401호 (송내동)",20210301,20230901,188600.00,16.76,0.00,0.00,,제출완료,1
20210113,한강삼익아파트 주택재건축정비사업 소규모지하안전영향평가,도시개발,F03116,한강삼익아파트재건축정비사업조합,04426,"서울특별시 용산구 이촌로 260, (지번 300~301번지) (이촌동, 삼익아파트)",20210301,20240131,110000.00,14.04,0.00,0.00,,제출완료,1
20210114,KCC울산 일반산업단지 폐기물처리시설 조성사업,폐기물처리시설 설치,F03095,베올리아산업개발코리아,44910,"울산광역시 울주군 두서면 활천산업로 39-15, 활천리 산138-6",20210601,20220831,7620.00,22.03,0.00,0.00,,제출완료,1
20210115,중구 광희동2가 37번지 외 3필지 신축공사,건축물의 건축,F02789,주식회사 더원코리아,04565,서울특별시 중구 장충단로 226-4 (광희동2가),20210331,20220930,4000.00,17.59,0.00,0.00,,제출완료,1
20210116,성동구 도선동 116번지 외 1필지 복합시설 신축공사,건축물의 건축,F03090,한윤수,04709,"서울특별시 성동구 도선동 116, 117번지",20210428,20221031,4400.00,19.53,0.00,0.00,,제출완료,1
20210117,제주지역 전기공급시설 전력구공사(제주S/S 배전인출),에너지개발,F00354,한국전력공사 남부건설본부,63077,제주 특별 자치도 제주시 해안 마을 8 길 14 (해안동),20210701,20230201,16100.00,32.90,577.95,0.00,한국전력공사,제출완료,1
20210118,대흥동 업무시설 신축공사,건축물의 건축,F03117,마이더스엠피,42251,"대구 광역시 수성구 알파 시티 1로 4 길 19-8, 대구광역시 수성구 대흥동 871-2,3번지 (대흥동)",20210301,20220630,9000.00,16.81,0.00,0.00,,제출완료,1
20210119,화성새마을금고 회관 신축공사 소규모 지하안전평가,건축물의 건축,F02354,화성새마을금고,18305,"경기도 화성시 봉담읍 상리3길 87, 화성시 봉담읍 상리 50-60",20200601,20210601,27900.00,18.40,0.00,0.00,,제출완료,1
20210120,신림동 1644-3번지 청년주택 신축공사,도시개발,F02397,로움디벨롭먼트 주식회사,08700,"서울특별시 관악구 조원로 15, 실제주소:조원로 15-1(신림동 1644-3번지) (신림동)",20200801,20220731,49600.00,19.60,0.00,0.00,,제출완료,1
20210121,"지하철 승강편의시설설치 토목건축공사(3-1, 12공구)",도시개발,F00070,서울교통공사,02490,서울특별시 동대문구 홍릉로 30-2 (청량리동),20191201,20211231,4300.00,14.13,39.69,0.00,,제출완료,1
20210122,대전 유성구 봉명동 복합빌딩 신축공사,건축물의 건축,F03103,(주)제이에이치레전드호텔,34187,대전광역시 유성구 계룡로141번길 21 (봉명동),20210501,20231101,70000.00,19.12,0.00,0.00,,제출완료,1
20210123,세운 3-3구역 도시정비사업,건축물의 건축,F00834,(주)더센터시티제이차,04544,서울특별시 중구 충무로 68-12 (을지로3가),20210501,20230501,335110.00,39.16,0.00,0.00,,제출완료,1
20210124,"송도 6,8공구 A14BL 공동주택 신축공사",건축물의 건축,F03126,송도랜드마크시티 유한회사,22022,"인천광역시 연수구 아카데미로 (송도동, 힐스테이트 레이크 송도 3)",20200525,20231024,721000.00,10.34,0.00,0.00,,제출완료,1
20210125,과천지식정보타운 5-2획지 사옥신축공사 설계용역,건축물의 건축,F03127,(주)율목컨소시엄피에프브이,13840,"경기도 과천시 가일로 55, 과천지식정보타운 공공주택지구 내 지식기반산업용지 5-2 (갈현동)",20210701,20231201,41925.00,19.96,0.00,0.00,,제출완료,1
20210126,서초동 1445-1번지 외 1필지 오피스텔 신축공사,건축물의 건축,F03093,마스턴제65호서초2피에프브이 주식회사,06720,"서울특별시 서초구 효령로 310, 서울시 서초구 서초동 1445-1번지 외1필지 (서초동)",20201201,20231231,40000.00,26.40,0.00,0.00,,제출완료,1
20210127,가정지구 근린생활시설 및 업무시설 신축공사,건축물의 건축,F02569,일주건설 주식회사,22883,"인천광역시 서구 봉오재3로 124, 인근(654-1) (가정동)",20180501,20200430,11000.00,14.37,0.00,0.00,일주건설 주식회사,제출완료,1
20210128,용인 남사 방아리 물류센터 신축공사,건축물의 건축,F03121,주식회사 용인로지스틱스,17123,"경기도 용인시 처인구 남사면 원암로 399, 산 30-2번지 일원",20220101,20230630,88500.00,33.10,0.00,0.00,,제출완료,1
20210129,문래진주아파트 주택재건축정비사업,건축물의 건축,F03105,문래진주아파트주택재건축정비사업조합,07285,"서울특별시 영등포구 선유로9길 31 (문래동5가, 진주맨션)",20230301,20260101,81600.00,14.46,0.00,0.00,,제출완료,1
20210130,남성아파트 주택재건축 정비사업 아파트 신축공사,도시개발,F03104,남성아파트 재건축정비사업조합,07289,서울특별시 영등포구 경인로77길 19 (문래동2가),20230101,20250630,98819.00,14.06,0.00,0.00,,제출완료,1
20210132,수원 인계동 752-11외 오피스텔 신축공사,건축물의 건축,F03131,건우주택건설 주식회사,16470,경기도 수원시 팔달구 중부대로42번길 9 (인계동),20210501,20220731,1500.00,15.75,0.00,0.00,,제출완료,1
20210133,동탄2 GT WORLD 신축사업(사업명변경:동탄2 D.ARENA 신축),도시개발,F03114,지알테크,18468,경기도 화성시 영천동 98-4,20210701,20230430,40000.00,22.50,0.00,0.00,지알테크,제출완료,1
20210134,천왕 역세권 도시환경 정비사업,건축물의 건축,F03129,(주)이레에이치앤씨,08363,"서울특별시 구로구 오리로 1173 (오류동, 성산타운)",20210331,20240731,217195.00,20.86,0.00,0.00,,제출완료,1
20210135,성남 수정·중원구 1단계 열수송관공사 (수정구 신흥동),에너지개발,F02415,한국지역난방공사,13337,"경기도 성남시 수정구 산성대로 지하 204-2, (신흥동 2467) (신흥동)",20191001,20200530,1500.00,6.61,44.07,0.00,,사업 등록 완료,1
20210136,김포한강아이스링크장 건립공사,건축물의 건축,F03110,유한회사 김포한강아이스링크,10031,"경기도 김포시 통진읍 김포대로 2303, 180-3번지 일원",20210601,20220930,18400.00,18.76,0.00,0.00,,제출완료,1
20210137,성남 수정·중원구 1단계 열수송공사(중원구 하대원동),에너지개발,F02415,한국지역난방공사,13387,경기도 성남시 중원구 둔촌대로 215 (하대원동),20191001,20200530,3000.00,9.89,89.59,0.00,,사업 등록 완료,1
20210138,마천4구역 주택재개발 정비사업,건축물의 건축,F03142,마천4재정비촉진구역주택재개발정비사업조합,05763,서울특별시 송파구 마천로 353 (마천동),20210101,20211231,340000.00,16.80,0.00,0.00,,제출완료,1
20210139,"인천시 중구 중산동 1877-2, 3번지 근린생활시설, 위락시설, 숙박시설 신축공사",건축물의 건축,F02427,송산개발주식회사,22402,인천광역시 중구 하늘중앙로225번길 23 (중산동),20200901,20220228,13680.00,14.85,0.00,0.00,,사업 등록 완료,1
20210140,월전동~무진로간 도로개설공사 ,도로건설,F02600,광주광역시 종합건설본부,62362,"광주광역시 광산구 신촌동 681-76, 신촌동 682-153 ",20200401,20221231,75300.00,12.49,0.00,0.00,,제출완료,1
20210141,광주광역시 치평동 1208-5 주거복합 신축공사,건축물의 건축,F03143,코크렙상무 주식회사,61946,광주광역시 서구 치평동 1208-5번지 일원 (치평동),20210101,20231231,154700.00,17.00,0.00,0.00,,제출완료,1
20210142,"시흥시 은계지구 상업 10-2BL, 3BL부지 신축공사",건축물의 건축,F03141,성마기업,14923,경기도 시흥시 은계중앙로 356 (대야동),20200301,20210601,12600.00,17.41,0.00,0.00,,제출완료,1
20210143,방배동 795-23번지 신축공사,건축물의 건축,F03138,(주)베네트홀딩스,06561,서울특별시 서초구 동광로 69 (방배동),20200501,20210731,3500.00,15.65,0.00,0.00,,제출완료,1
20210144,하남시 미사지구 종교용지(하남 여의도 순복음교회) 신축공사,건축물의 건축,F03137,(재)순복음선교회,12925,"경기도 하남시 월호로 66, 덕풍동 840번지 (덕풍동)",20200801,20220331,25000.00,17.04,0.00,0.00,,제출완료,1
20210145,부산광역시 수영구 광안동 종합병원 신축공사,건축물의 건축,F03144,주식회사 케이엠메드,48243,부산광역시 수영구 수영로679번길 8 (광안동),20201127,20230115,40000.00,23.00,0.00,0.00,주식회사 케이엠메드,제출완료,1
20210146,평택 고덕 국제화 계획지구 C1-2 중상 11블럭 2-1 신축공사,건축물의 건축,F03135,주식회사 스마트탑,18014,"경기도 평택시 고덕면 고덕중앙로 200-4, 여염리 4316-5",20200601,20220831,30000.00,19.95,0.00,0.00,,제출완료,1
20210147,구의동 587-62 역세권 청년주택 신축공사,건축물의 건축,F03140,이상문,05048,"서울특별시 광진구 구의강변로 57, 587-62번지 (구의동)",20200301,20210531,4000.00,11.86,0.00,0.00,,제출완료,1
20210148,신사동 525-12번지 신축공사,건축물의 건축,F03139,김민관,06028,서울특별시 강남구 신사동 525-12,20201001,20210630,2000.00,19.01,0.00,0.00,,제출완료,1
20210149,진주시 장재공원 민간특례사업 비공원시설 신축공사,건축물의 건축,F03147,주식회사한반도,52731,경상남도 진주시 초전동 산1-1,20210801,20240930,223030.00,29.51,0.00,0.00,,제출완료,1
20210150,국민대학교 예술관앞 건물신축공사,건축물의 건축,F03149,국민대학교,02707,"서울특별시 성북구 정릉로 77, 국민대학교 (정릉동)",20200301,20220228,35000.00,19.26,0.00,0.00,,제출완료,1
20210151,부산 수영구 민락동 181-79 도시형생활주택 및 오피스텔 신축공사,건축물의 건축,F06442,(주)엠디엠플러스,48283,부산광역시 수영구 민락동 181-79,20180901,20210331,42000.00,17.06,0.00,0.00,,제출완료,1
20210152,"인천광역시 서구 원창동 381-20,22 근린생활 및 요양병원 신축공사",도시개발,F03092,주식회사 더엠지씨,22769,"인천광역시 서구 북항로32번안길 45, 원창동 381-20,22 (원창동)",20210701,20230228,18000.00,17.69,0.00,0.00,,제출완료,1
20210153,성남 판교대장지구 상업2-2BL 오피스텔 신축공사,건축물의 건축,F03150,주식회사 나텍,13544,"경기도 성남시 분당구 두밀로 268, 인근(도시개발지구) (대장동)",20201001,20220930,22000.00,18.72,0.00,0.00,,제출완료,1
20210154,성남 판교대장지구 상업3-1BL 오피스텔 신축공사,건축물의 건축,F03151,주식회사 베스트,13544,"경기도 성남시 분당구 두밀로 268, 인근(도시개발지구) (대장동)",20200901,20220831,18500.00,18.44,0.00,0.00,,제출완료,1
20210155,KOTITI 시험연구원 과천신사옥 신축공사,건축물의 건축,F03152,사단법인 KOTITI 시험연구원,13840,"경기도 과천시 삼현로 53-98, 갈현동 471-1 (갈현동)",20200701,20220630,114000.00,19.79,0.00,0.00,,제출완료,1
20210156,이태원 근린생활시설 신축공사,도시개발,F00701,(주)다샤인,04406,"서울특별시 용산구 이태원로 190, 127-3, 5, 20번지 (이태원동)",20191209,20210824,30000.00,19.86,0.00,0.00,,제출완료,1
20210157,김해 율하2지구 상업용지 신축공사,건축물의 건축,F01962,주식회사 성호엔지니어링,51022,경상남도 김해시 장유동 839-1번지,20200401,20210531,28100.00,15.00,0.00,0.00,,정보수정중,1
20210158,대명동 690-7 오피스텔 신축공사 소규모지하안전영향평가,건축물의 건축,F03148,(주)군월드,42488,대구광역시 남구 대명로 186 (대명동),20210601,20231030,30000.00,19.96,0.00,0.00,,사업 등록 완료,1
20210159,SK 무의 연수원 증축공사,건축물의 건축,F03154,SK이노베이션(주),22387,인천광역시 중구 대무의로 159 (무의동),20200620,20210830,100000.00,32.74,0.00,0.00,,제출완료,1
20210160,경기도 안양시 호계지구 O5BL 지식산업센터 신축공사,건축물의 건축,F00583,㈜투웨니퍼스트호계,14118,"경기도 안양시 동안구 엘에스로116번길 118, 555-34, 555-35, 877-34 번지 (호계동)",20210129,20210131,40000.00,18.70,0.00,0.00,,제출완료,1
20210161,평택 국제화계획지구 중상11BL 생활형숙박시설 신축공사,건축물의 건축,F03130,주식회사 더그랜드,18014,"경기도 평택시 고덕면 여염리 4316-2,3번지",20210701,20240701,110000.00,27.28,0.00,0.00,,제출완료,1
20210162,가산동 459-21 지식산업센터 신축공사,건축물의 건축,F03153,피데스개발,08504,서울특별시 금천구 가산디지털2로 169-21 (가산동),20200901,20221130,50000.00,19.85,0.00,0.00,,제출완료,1
20210163,마곡지구 D9-2 연구소 신축공사,건축물의 건축,F03155,대상(주),07789,서울특별시 강서구 마곡중앙로 150 (마곡동),20200327,20230627,85000.00,18.89,0.00,0.00,,제출완료,1
20210164,용산구 한남동 726-166 근생 및 업무시설 신축공사,도시개발,F00723,(주)성인,04417,"서울특별시 용산구 한남대로 142, 한남동 726-166, 726-167, 726-168, 726-405 (한남동)",20210105,20210113,11111.00,27.56,0.00,0.00,,제출완료,1
20210165,홍익대학교 아트&amp;디자인밸리 증축공사,건축물의 건축,F01492,홍익대학교,04066,서울특별시 마포구 와우산로 94 (상수동),20210303,20221031,31400.00,18.67,0.00,0.00,,제출완료,1
20210167,신길동 JS496타워 신축공사,건축물의 건축,F03158,대상디앤시,07388,"서울특별시 영등포구 가마산로 496, 외 4필지 (신길동)",20200302,20211231,80000.00,28.46,0.00,0.00,,제출완료,1
20210168,시흥시 시화MTV 스트리트몰2 특화거리 조성사업,건축물의 건축,F03156,지에이개발,15119,경기도 시흥시 정왕동 2709-19외 15필지,20210528,20220630,83000.00,17.22,0.00,0.00,,제출완료,1
20210169,의정부시 의정부동 127-4번지 주상복합 신축공사,건축물의 건축,F03099,(주)인데크홀딩스,11697,경기도 의정부시 의정부동 127-4,20210701,20231031,26000.00,19.96,0.00,0.00,,제출완료,1
20210170,선화1구역 도시환경정비사업,도시개발,F03157,선화1구역도시환경정비사업개발위원회,34836,"대전광역시 중구 대종로521번길 32-31, 일원 (선화동)",20230901,20270131,900000.00,22.10,0.00,0.00,,제출완료,1
20210171,금천구 가산동 345-48 지식산업센터 신축개발사업,건축물의 건축,F03160,주식회사 가산아이윌,08593,서울특별시 금천구 가산디지털2로 23 (가산동),20210101,20230630,103200.00,24.60,0.00,0.00,,제출완료,1
20210172,성동구 도선동 114번지 외 1필지 복합시설 신축공사,건축물의 건축,F03159,정란주,04709,"서울특별시 성동구 도선동 114, 115번지",20210428,20221031,4600.00,19.53,0.00,0.00,,제출완료,1
20210173,화성동탄2 A94블록 민간참여 주택건설사업,도시개발,F03128,경기주택도시공사,18506,경기도 화성시 장지동 970,20210531,20230929,457984.00,17.11,0.00,0.00,,제출완료,1
20210174,경기도 광주시 신월리 651-2 냉동창고 신축공사(재접수),건축물의 건축,F03075,대청개발(주),12729,경기도 광주시 초월읍 산수로 368,20210401,20230330,30000.00,19.44,0.00,0.00,,제출완료,1
20210175,양산사송 경부고속도로 하부 통로박스 설치공,도시개발,F03161,한국토지주택공사,50637,"경상남도 양산시 동면 은동굴길 12-10, 사송리 1010-3번지 일원",20200531,20220530,995900.00,15.74,0.00,0.00,,제출완료,1
20210176,과천 주암 장군마을 주택재개발 정비사업,건축물의 건축,F03163,주암장군마을주택재개발정비사업조합,13818,"경기도 과천시 장군마을길 34, 과천시 주암동 63-9번지 일원 (주암동, 청기와빌라)",20230601,20260430,271951.00,17.21,0.00,0.00,,제출완료,1
20210177,서울대학교 의과대학 의학도서관 재건축공사,건축물의 건축,F03124,서울대학교,03080,"서울특별시 종로구 대학로 103, 의과대학 의학도서관 (연건동)",20190508,20191129,14060.00,13.15,0.00,0.00,,제출완료,1
20210178,안산시 사사동 물류센터 신축공사,건축물의 건축,F03164,아스터개발,15523,"경기도 안산시 상록구 충정공길 2-4, 외 2필지 (사사동)",20210709,20230805,64000.00,30.13,0.00,0.00,,제출완료,1
20210179,시흥-안산지역 전기공급시설 전력구공사(광석분기),에너지개발,F02326,한국전력공사,15210,경기도 안산시 단원구 선부동 114-6 (선부동),20210601,20250601,96737.00,77.57,4525.00,0.00,한국전력공사 경인건설본부,제출완료,1
20210180,서초구 양재동 (주)제일엔지니어링 사옥 신축공사 소규모지하안전영향평가,건축물의 건축,F03166,(주)제일엔지니어링종합건축사사무소,06779,"서울특별시 서초구 강남대로16길 24, 개암빌딩 (양재동)",20210408,20211029,2000.00,12.61,0.00,0.00,,제출완료,1
20210181,대치동 994-9 00사옥 신축공사,건축물의 건축,F03162,(주)스톤빌리지개발,06283,서울특별시 강남구 영동대로 217 (대치동),20210301,20210731,31000.00,16.36,0.00,0.00,,제출완료,1
20210182,종로구 혜화동 163-24 공연장 신축공사,건축물의 건축,F03170,리트모주식회사,03084,서울특별시 종로구 대학로14길 29 (혜화동),20210401,20221001,11000.00,19.76,0.00,0.00,,제출완료,1
20210183,"용인시 신갈동 68-3,4,5 업무시설 신축공사",건축물의 건축,F00584,스테이타워컴퍼니,17064,"경기도 용인시 기흥구 중부대로 382, 신갈동 (신갈동)",20180601,20201031,8400.00,19.50,0.00,0.00,,제출완료,1
20210184,부평동 515-1 외3필지 오피스텔 신축공사,건축물의 건축,F03146,박태하,21399,"인천광역시 부평구 장제로92번길 2, 부평동 515-1 외 3필지 (부평동)",20211001,20230901,35800.00,12.83,0.00,0.00,,제출완료,1
20210185,용인 동백지구 오피스텔 신축공사,건축물의 건축,F03042,(유)현성기업,17006,"경기도 용인시 기흥구 동백중앙로 221, 중동 846-2번지 (중동)",20190201,20210731,12000.00,27.46,0.00,0.00,,제출완료,1
20210186,화곡중앙시장정비사업 복합시설 신축공사,건축물의 건축,F01474,㈜천수산업개발,07765,서울특별시 강서구 월정로30길 69 (화곡동),20190901,20200831,270000.00,18.60,0.00,0.00,,제출완료,1
20210187,남양주시 진접읍 진접3지구 00아파트 신축공사,건축물의 건축,F03176,더존개발(주),12051,경기도 남양주시 진접읍 경복대로 334-24,20170511,20220131,82460.00,14.11,0.00,0.00,,제출완료,1
20210188,대구 남구 대명동 B구역 주거 복합 소규모 지하안전영향평가 용역,도시개발,F03171,(주)대명주택건설,42448,대구광역시 남구 대명로58길 14 (대명동),20220103,20250103,550000.00,19.60,0.00,0.00,,제출완료,1
20210189,충주 제1-4산업단지 완충저류시설,도시개발,F00195,한국환경공단,27432,"충청북도 충주시 충주호수로 243,  용탄동 1137, 1137-2 ",20210601,20230630,28900.00,17.30,0.00,0.00,,제출완료,1
20210190,인천광역시 부평구 부개동 152-1외 10필지 신축공사,도시개발,F03122,최선옥,21403,"인천광역시 부평구 부일로 42-8, 부개동 152-1번지 외 10필지 (부개동, 청영빌라)",20210501,20220601,24300.00,14.29,0.00,0.00,,제출완료,1
20210191,부산진구 부암동 80-53번지 일원 주상복합 신축공사,건축물의 건축,F03173,주식회사 대륜개발,47192,"부산광역시 부산진구 새싹로 85-18 (부암동, 삼부주택)",20210514,20240131,31500.00,18.80,0.00,0.00,주식회사 대륜개발,제출완료,1
20210192,시흥시 오복동 도시개발사업조합 1동 신축공사,도시개발,F03177,오복동도시개발사업조합,14911,"경기도 시흥시 복지로 4, 외 일원 (대야동)",20211001,20230901,85000.00,19.76,0.00,0.00,,제출완료,1
20210193,용인시 죽전동 876번지 공동주택 신축공사,건축물의 건축,F03041,신영부동산신탁(주),16865,"경기도 용인시 수지구 용구대로2771번길 6, 외 4필지 (죽전동)",20211001,20240131,15000.00,14.45,0.00,0.00,,제출완료,1
20210194,장림동 물류창고 신축공사,건축물의 건축,F03183,엠에스파트너(주),49511,"부산 광역시 사하구 다대로 351, 외 3필지 (장림동)",20210501,20221031,110000.00,36.30,0.00,0.00,,제출완료,1
20210195,대구시 달서구 감삼동 553 주거복합 신축공사,건축물의 건축,F05179,신한자산신탁,42688,"대구광역시 달서구 달구벌대로304길 51 (감삼동, 감삼청구타운)",20210705,20250305,220000.00,27.05,0.00,0.00,,제출완료,1
20210196,한남동 공동주택 신축공사,건축물의 건축,F03125,주식회사 두리씨앤디,04420,"서울특별시 용산구 유엔빌리지3길 63, 한남동 11-404번지 (한남동)",20210501,20210501,250.00,11.64,0.00,0.00,주식회사 두리씨앤디,제출완료,1
20210197,센트럴메디컬서비스(주) 성내동 사옥 신축공사,건축물의 건축,F03191,센트럴메디컬서비스(주),05407,서울특별시 강동구 강동대로 211 (성내동),20210601,20220430,6021.00,17.86,0.00,0.00,,제출완료,1
20210198,상도현대 메트로 센터파크 지역주택조합 아파트 신축공사,건축물의 건축,F03180,상도현대메트로센터파크지역주택조합,06925,서울특별시 동작구 상도로 195 (상도동),20210701,20240131,110000.00,24.35,0.00,0.00,,제출완료,1
20210199,신내4 컴팩트시티 공공주택사업,도시개발,F00110,서울특별시청,02056,"서울특별시 중랑구 신내역로 65, 일원 (신내동)",20211001,20251231,6000.00,11.94,0.00,0.00,,제출완료,1
20210200,동부간선도로(창동~상계구간) 지하차도 건설공사,도로건설,F00445,서울특별시도시기반시설본부,01764,"서울특별시 노원구 동일로215길 23, (상계주공2단지 220동 옆) (상계동, 상계주공2단지아파트)",20201101,20250131,165000.00,19.00,0.00,0.00,에스케이건설,제출완료,1
20210201,경기도 안양시 호계동 949-9번지 일원 오피스텔 신축공사,건축물의 건축,F03193,(주)피케이퓨쳐,14115,"경기도 안양시 동안구 흥안대로109번길 56, 949-9번지(인근부지) (호계동, 상명에버빌)",20190901,20210831,32000.00,21.46,0.00,0.00,,제출완료,1
20210202,순천시 덕암동 공동주택 신축공사,건축물의 건축,F03196,주식회사 순천디앤씨,57964,전라남도 순천시 충효로 25 (덕암동),20210719,20240531,311400.00,19.26,0.00,0.00,(주)순천디앤씨,제출완료,1
20210203,평택시 고덕신도시 중상 11-2-3BL 복합시설 신축공사,도시개발,F02110,우성건영(주),18014,경기도 평택시 고덕면 여염리4316-9,20210501,20220531,160000.00,22.34,0.00,0.00,,제출완료,1
20210204,광양지역 전기공급시설 전력구공사(광양항-율촌),에너지개발,F03187,한국전력공사 중부건설본부,57770,"전라남도 광양시 제철로 950, 황길동 1419번지(황금동) (황금동)",20210401,20230731,23100.00,30.23,375.00,0.00,,제출완료,1
20210205,7호선 하계역 승강편의시설 설치공사,철도(도시철도)건설,F02492,서울교통공사,01784,"서울특별시 노원구 동일로 지하 1196, 하계역 5번출구 (하계동)",20211001,20220630,2556.00,11.79,0.00,0.00,,제출완료,1
20210206,가야동 3-11 주상복합 신축공사,건축물의 건축,F03185,케이리츠주식회사,47276,부산광역시 부산진구 가야대로 667 (가야동),20210517,20240916,365400.00,18.30,0.00,0.00,케이리츠주식회사,제출완료,1
20210207,7호선 중화역 승강편의시설 설치공사,철도(도시철도)건설,F02492,서울교통공사,02017,"서울특별시 중랑구 동일로 지하 797, 중화역 1번출구 (중화동)",20211001,20220630,2444.00,12.95,0.00,0.00,,제출완료,1
20210208,일원개포한신아파트 주택재건축정비사업,건축물의 건축,F03167,일원개포한신아파트재건축정비사업조합,06337,"서울특별시 강남구 개포로110길 43 (일원동, 개포한신아파트)",20220701,20250731,168958.00,17.84,0.00,0.00,,제출완료,1
